Kraftstoffverbrauch der Reise,Reisedistanz,Motor-Umdrehungen,Einlaß-Lufttemperatur,Umgebungstemperatur,Luftdurchfluß,Motoröltemperatur,Durchschnittliche Reisegeschwindigkeit,Kraftstoffverbrauch,Berechneter Lastwert,Zeit-Kraftstoffverbrauch.,Kraftstofftank-Inhalt,Geschwindigkeit,
0.0,0.0,0.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,67.45098,0.0,
0.0,0.0,0.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,67.45098,0.0,
0.0,0.0,0.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,67.45098,0.0,
0.0,0.0,0.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,67.45098,0.0,
0.0,0.0,0.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.1,0.0,25.0,11.0,0.0,0.0,36.846375,0.0,0.0,0.0,0.0,255.0,
0.0,0.3,0.0,25.0,11.0,0.0,0.0,65.959206,0.0,0.0,0.0,0.0,255.0,
0.0,0.3,0.0,24.0,11.0,0.0,0.0,49.232803,0.0,0.0,0.0,67.45098,0.0,
8.318821E-4,0.3,1248.0,23.0,11.0,3.25,0.0,43.27114,0.0,18.431372,1.0612246,67.45098,0.0,
0.0012344427,0.3,868.0,22.0,11.0,2.39,0.0,40.075485,0.0,24.705883,0.7804082,67.45098,0.0,
0.0017624754,0.3,829.0,21.0,11.0,3.14,0.0,37.3249,0.0,39.215687,1.0253061,67.45098,0.0,
0.002551464,0.3,807.0,20.0,11.0,4.6,0.0,34.879333,0.0,57.2549,1.5020407,67.45098,0.0,
0.0032166475,0.3,780.0,20.0,11.0,3.87,0.0,32.735596,0.0,48.235294,1.2636735,67.45098,0.0,
0.003950457,0.3,782.0,20.0,11.0,3.45,0.0,30.422512,0.0,44.313725,1.1265306,67.45098,0.0,
0.004507678,0.3,781.0,20.0,11.0,3.31,0.0,28.810764,0.0,43.52941,1.0808163,67.45098,0.0,
0.005210401,0.3,778.0,20.0,11.0,3.41,0.0,27.055923,0.0,44.313725,1.1134694,67.45098,0.0,
0.0059518158,0.3,782.0,20.0,11.0,3.3,0.0,25.370455,0.0,43.137257,1.077551,67.45098,0.0,
0.00649162,0.3,786.0,20.0,11.0,3.21,0.0,24.24078,0.0,41.960785,1.0481633,0.0,0.0,
0.0072663873,0.3,779.0,20.0,11.0,3.21,0.0,22.783901,0.0,42.7451,1.0481633,67.45098,0.0,
0.007856588,0.3,784.0,20.0,11.0,3.26,0.0,21.800621,0.0,42.35294,1.0644898,67.45098,0.0,
