Kraftstoffverbrauch der Reise,Reisedistanz,Motor-Umdrehungen,Einlaß-Lufttemperatur,Umgebungstemperatur,Luftdurchfluß,Motoröltemperatur,Durchschnittliche Reisegeschwindigkeit,Kraftstoffverbrauch,Berechneter Lastwert,Zeit-Kraftstoffverbrauch.,Kraftstofftank-Inhalt,Geschwindigkeit,
0.0029169843,0.0,1433.0,18.0,15.0,10.23,0.0,0.0,0.0,44.705883,3.3404078,56.862743,0.0,
0.006031777,0.0,0.0,18.0,15.0,9.63,0.0,0.0,0.0,41.17647,3.14449,56.862743,0.0,
0.008901127,0.0,1396.0,17.0,14.0,9.34,0.0,0.0,0.0,38.82353,3.0497963,56.862743,0.0,
0.011819008,0.0,1406.0,17.0,14.0,9.58,0.0,0.0,0.0,43.137257,3.128163,56.862743,0.0,
0.016445274,0.0,1374.0,17.0,0.0,10.99,0.0,0.0,0.0,38.039215,3.5885713,56.07843,0.0,
0.03049865,0.0,1467.0,16.0,14.0,24.81,0.0,0.0,0.0,57.2549,8.101225,51.764706,0.0,
0.03121043,0.0,1056.0,0.0,14.0,2.74,0.0,0.6175456,14.911564,53.333332,0.89469385,50.19608,6.0,
0.040297028,0.0,1610.0,17.0,14.0,25.53,0.0,1.7767631,83.363266,57.2549,8.336327,50.980392,10.0,
0.04638796,0.0,1876.0,16.0,14.0,22.01,0.0,3.8998017,27.64207,69.411766,7.186939,50.980392,26.0,
0.047599826,0.1,2779.0,15.0,13.0,4.27,0.0,6.9595423,3.4006972,13.725491,1.3942858,54.117645,41.0,
0.048524477,0.1,2738.0,15.0,13.0,3.36,0.0,9.480136,2.6759584,9.019608,1.0971429,0.0,41.0,
0.049136285,0.1,2252.0,16.0,12.0,2.1,0.0,11.335242,1.9591836,6.6666665,0.68571424,58.82353,35.0,
0.05128012,0.2,974.0,16.0,12.0,8.78,0.0,11.832996,14.334694,31.37255,2.8669388,56.862743,20.0,
0.051922277,0.2,1577.0,15.0,11.0,2.6,0.0,12.500695,3.5374148,9.019608,0.8489796,54.901962,24.0,
0.053304806,0.2,1567.0,15.0,11.0,5.61,0.0,13.045951,7.964507,38.431374,1.8318367,55.294117,23.0,
0.054469384,0.2,1283.0,15.0,10.0,4.31,0.0,13.420585,7.036734,16.078432,1.4073468,57.64706,20.0,
0.05892635,0.2,1313.0,15.0,10.0,16.95,0.0,13.69852,29.129969,59.60784,5.534694,58.039215,19.0,
0.067975484,0.2,2440.0,14.0,10.0,35.81,0.0,14.626005,34.391354,92.15686,11.693061,55.294117,34.0,
0.07023345,0.3,1506.0,14.0,10.0,7.42,0.0,16.262077,5.267081,52.54902,2.4228573,54.901962,46.0,
0.070730776,0.3,1572.0,14.0,9.0,2.03,0.0,17.540361,1.3809524,9.019608,0.6628572,56.47059,48.0,
0.071310855,0.4,1482.0,15.0,9.0,2.09,0.0,18.783125,1.4835848,7.45098,0.682449,57.2549,46.0,
0.07358645,0.4,1469.0,14.0,9.0,9.09,0.0,19.77592,6.595919,34.901962,2.9681635,56.47059,45.0,
0.07539559,0.4,1533.0,14.0,9.0,6.3,0.0,20.910019,4.3768997,15.686275,2.057143,56.47059,47.0,
0.07603193,0.5,1545.0,15.0,0.0,1.92,0.0,22.106493,1.3339123,7.45098,0.62693876,57.64706,47.0,
0.07681306,0.5,888.0,15.0,8.0,2.43,0.0,22.612974,2.3337338,25.490196,0.7934695,58.82353,34.0,
0.080613196,0.5,1247.0,15.0,8.0,15.5,0.0,22.373487,33.741497,52.941177,5.0612245,55.686275,15.0,
0.087494485,0.6,1773.0,14.0,8.0,27.29,0.0,22.424463,37.129253,74.117645,8.911021,52.941177,24.0,
0.088534474,0.6,2654.0,14.0,8.0,4.33,0.0,22.904934,3.625327,12.54902,1.4138775,52.156864,39.0,
0.08906212,0.6,2082.0,14.0,8.0,1.96,0.0,23.285526,1.8285716,6.6666665,0.64000005,53.333332,35.0,
0.09147426,0.6,1112.0,14.0,8.0,10.47,0.0,23.146927,18.993198,21.17647,3.4187758,53.72549,18.0,
0.09857605,0.6,1809.0,13.0,8.0,29.27,0.0,23.19673,38.230206,74.5098,9.557551,51.764706,25.0,
0.105174854,0.7,1938.0,13.0,8.0,24.67,0.0,23.680244,20.138777,64.70588,8.0555105,50.588234,40.0,
0.10626016,0.7,2169.0,13.0,7.0,4.43,0.0,24.304733,3.0136054,13.725491,1.4465306,50.588234,48.0,
0.10703558,0.7,2123.0,14.0,7.0,3.32,0.0,24.847048,2.3065567,7.0588236,1.0840816,50.588234,47.0,
0.10749571,0.8,1855.0,14.0,7.0,1.9,0.0,25.310127,1.4100186,6.27451,0.6204082,52.54902,44.0,
0.10803092,0.8,1098.0,14.0,7.0,2.22,0.0,25.302841,2.8995917,14.90196,0.7248979,53.333332,25.0,
0.10868343,0.8,1210.0,14.0,7.0,2.41,0.0,25.295055,3.1477551,61.568626,0.7869388,52.941177,25.0,
0.11345059,0.8,1172.0,14.0,7.0,12.49,0.0,24.410122,3.1477551,62.35294,4.078367,52.54902,0.0,
0.119695716,0.8,1589.0,13.0,7.0,25.01,0.0,24.6247,24.019207,73.333336,8.166531,52.156864,34.0,
0.12063845,0.9,1897.0,14.0,7.0,3.39,0.0,25.047161,2.6355686,6.27451,1.1069388,52.941177,42.0,
0.121351704,0.9,1923.0,14.0,7.0,2.38,0.0,25.48001,1.8503401,8.235294,0.7771429,55.294117,42.0,
0.122092016,1.0,0.0,0.0,7.0,1.93,0.0,25.971153,1.5370831,10.980392,0.6302041,52.941177,41.0,
0.12299085,1.0,1320.0,14.0,7.0,2.43,0.0,26.179295,2.404453,14.117647,0.7934695,52.941177,33.0,
0.12569973,1.0,1117.0,14.0,7.0,11.09,0.0,26.137497,15.088435,64.70588,3.6212246,50.588234,24.0,
0.13289358,1.1,0.0,13.0,7.0,23.64,0.0,26.297657,23.391464,75.29412,7.7191834,51.372547,33.0,
0.14113317,1.1,2133.0,12.0,7.0,34.58,0.0,26.651226,24.546583,92.94118,11.291429,54.509804,46.0,
0.14161214,1.1,2078.0,13.0,7.0,1.98,0.0,27.033215,1.3469387,6.27451,0.6465306,53.72549,48.0,
0.14631021,1.1,853.0,13.0,7.0,19.96,0.0,26.964201,28.337177,100.0,6.517551,45.098038,23.0,
0.15687035,1.2,2201.0,12.0,7.0,41.64,0.0,27.037258,43.86043,90.588234,13.596734,33.333332,31.0,
0.16360936,1.2,3375.0,12.0,7.0,24.32,0.0,27.521456,15.271585,9.411765,7.9412246,41.568626,52.0,
0.17272308,1.3,2046.0,11.0,7.0,29.26,0.0,28.25715,15.410139,93.333336,9.554286,49.411766,62.0,
0.17746313,1.3,2330.0,12.0,7.0,17.27,0.0,29.045998,7.942512,4.3137255,5.6391835,53.72549,71.0,
0.17820145,1.4,2181.0,12.0,6.0,2.51,0.0,29.80153,1.2052822,6.27451,0.8195919,55.294117,68.0,
0.17866383,1.4,1900.0,13.0,6.0,1.9,0.0,30.278458,1.0340136,6.27451,0.6204082,55.686275,60.0,
0.17952955,1.5,1050.0,13.0,6.0,3.19,0.0,30.429403,2.6708531,30.588236,1.0416327,56.07843,39.0,
0.18014517,1.5,839.0,13.0,6.0,2.4,0.0,30.100594,7.8367352,29.80392,0.7836735,56.07843,10.0,
0.18069488,1.5,792.0,13.0,6.0,2.36,0.0,29.710213,25.687073,29.80392,0.77061224,56.07843,3.0,
0.18142837,1.5,1008.0,13.0,6.0,2.76,0.0,29.22981,25.687073,24.313726,0.90122455,56.47059,0.0,
0.1822063,1.5,787.0,13.0,6.0,2.44,0.0,28.673288,25.687073,30.19608,0.7967347,56.47059,0.0,
0.18918096,1.5,790.0,13.0,6.0,19.01,0.0,28.05871,25.687073,29.80392,6.207347,55.294117,0.0,
0.19162744,1.5,869.0,13.0,6.0,7.21,0.0,27.707869,23.542858,27.058823,2.3542857,49.411766,10.0,
0.19612001,1.5,2958.0,13.0,6.0,18.97,0.0,27.618109,29.4966,38.039215,6.194286,42.35294,21.0,
0.1971737,1.5,3648.0,13.0,6.0,4.01,0.0,27.638327,4.51513,7.8431373,1.3093878,47.45098,29.0,
0.1984769,1.5,1750.0,13.0,0.0,5.29,0.0,27.453861,12.338192,7.8431373,1.7273469,53.333332,14.0,
0.20951392,1.6,3873.0,12.0,6.0,27.21,0.0,27.44397,32.90703,42.35294,8.884898,56.07843,27.0,
0.22006166,1.6,3418.0,11.0,6.0,38.14,0.0,27.744831,25.945578,54.117645,12.453877,52.156864,48.0,
0.23445217,1.7,4671.0,11.0,6.0,51.95,0.0,28.312553,25.318308,54.901962,16.963266,52.54902,67.0,
0.24402484,1.7,2617.0,11.0,6.0,40.67,0.0,28.927011,16.810125,93.72549,13.28,50.980392,79.0,
0.2578651,1.8,2960.0,0.0,6.0,49.27,0.0,29.812922,17.679302,99.60784,16.088163,50.19608,91.0,
0.25940743,1.9,3027.0,11.0,6.0,4.25,0.0,30.993372,1.4607948,7.45098,1.387755,51.764706,95.0,
0.2643095,2.0,0.0,11.0,6.0,15.38,0.0,31.869963,5.7724605,50.588234,5.022041,53.72549,87.0,
0.27573273,2.1,2938.0,11.0,6.0,41.73,0.0,32.64101,15.140137,81.56863,13.626122,54.509804,90.0,
0.29205683,2.2,3250.0,10.0,6.0,52.98,0.0,33.61716,17.474335,95.68627,17.299593,52.54902,99.0,
0.31118023,2.3,4159.0,10.0,6.0,45.38,0.0,35.083836,13.720333,7.0588236,14.81796,54.117645,108.0,
0.3212916,2.4,2987.0,10.0,6.0,34.99,0.0,36.15057,9.935049,77.64706,11.425306,55.294117,115.0,
0.32993388,2.5,3074.0,10.0,6.0,37.78,0.0,37.016552,10.36666,73.72549,12.336326,56.07843,119.0,
0.33750397,2.6,3134.0,10.0,6.0,29.46,0.0,37.99154,7.950075,57.2549,9.619591,56.862743,121.0,
0.34303904,2.7,3146.0,10.0,6.0,22.95,0.0,38.89639,6.1425233,44.313725,7.4938784,56.862743,122.0,
0.34815213,2.8,3109.0,10.0,6.0,21.74,0.0,39.750134,5.8667564,49.411766,7.0987754,56.07843,121.0,
0.35648102,2.8,3156.0,10.0,6.0,34.56,0.0,40.61726,9.249917,65.4902,11.284899,56.862743,122.0,
0.36469617,2.9,3231.0,10.0,6.0,34.97,0.0,41.475952,9.135021,66.666664,11.4187765,57.64706,125.0,
0.37508792,3.0,3296.0,9.0,6.0,35.87,0.0,42.547905,9.15051,65.4902,11.712652,58.039215,128.0,
0.38071376,3.1,3347.0,10.0,6.0,24.2,0.0,43.408405,6.078493,42.7451,7.902041,56.862743,130.0,
0.38710698,3.2,3327.0,9.0,6.0,24.88,0.0,44.329998,6.2977376,44.705883,8.124082,57.2549,129.0,
0.39376655,3.3,3308.0,9.0,0.0,25.99,0.0,45.218178,6.6301017,47.45098,8.48653,57.64706,128.0,
0.40156353,3.5,3301.0,9.0,6.0,26.16,0.0,46.228527,6.6734695,46.666668,8.542041,57.64706,128.0,
0.408568,3.6,3292.0,9.0,6.0,24.02,0.0,47.192875,6.127551,41.568626,7.8432655,57.64706,128.0,
0.41531542,3.7,3286.0,9.0,6.0,24.6,0.0,48.079678,6.27551,44.705883,8.032653,58.039215,128.0,
0.42196244,3.8,3279.0,9.0,0.0,24.17,0.0,48.938606,6.214366,44.705883,7.892245,58.039215,127.0,
0.4237791,4.0,3224.0,10.0,6.0,4.08,0.0,50.29032,1.0490118,7.45098,1.332245,54.117645,127.0,
0.42692333,4.1,3097.0,10.0,6.0,9.12,0.0,51.22582,2.4611235,7.8431373,2.9779594,51.764706,121.0,
0.43074146,4.2,2992.0,10.0,6.0,16.03,0.0,51.8123,4.5123158,31.764706,5.2342863,52.54902,116.0,
0.43531212,4.3,2969.0,10.0,6.0,18.12,0.0,52.412872,5.144987,35.294117,5.916735,53.72549,115.0,
0.43971303,4.3,2950.0,9.0,6.0,19.02,0.0,52.944984,5.447906,39.215687,6.210613,54.901962,114.0,
0.44459495,4.4,2927.0,9.0,6.0,19.34,0.0,53.515095,5.539563,39.60784,6.315102,53.72549,114.0,
0.4487342,4.5,2872.0,10.0,6.0,16.31,0.0,54.05884,4.7551017,14.90196,5.325714,55.686275,112.0,
0.4495276,4.6,2765.0,10.0,6.0,3.38,0.0,54.519104,1.0219198,7.0588236,1.1036735,55.294117,108.0,
0.4501622,4.7,2624.0,11.0,6.0,2.76,0.0,54.91251,0.8835535,5.490196,0.90122455,53.333332,102.0,
0.453294,4.7,2535.0,11.0,6.0,12.06,0.0,55.31195,4.0183263,12.54902,3.9379597,50.19608,98.0,
0.45408154,4.8,2531.0,10.0,6.0,3.02,0.0,55.706234,1.0062474,5.882353,0.9861225,42.7451,98.0,
0.45488578,4.9,2454.0,11.0,6.0,3.02,0.0,56.08186,1.0272108,7.0588236,0.9861225,36.47059,96.0,
0.46204227,5.0,2420.0,10.0,6.0,25.92,0.0,56.444965,9.003908,23.921568,8.463674,36.07843,94.0,
0.47273785,5.1,2547.0,9.0,6.0,30.74,0.0,56.928963,10.347991,72.15686,10.037552,45.098038,97.0,
0.48029444,5.2,2641.0,9.0,6.0,27.91,0.0,57.343555,8.934773,61.960785,9.113469,51.764706,102.0,
0.4890025,5.3,2747.0,9.0,6.0,28.65,0.0,57.840878,8.825568,61.960785,9.355103,55.686275,106.0,
0.49710888,5.4,2832.0,9.0,6.0,28.83,0.0,58.320236,8.636584,61.568626,9.4138775,56.07843,109.0,
0.50602275,5.5,2891.0,9.0,6.0,27.39,0.0,58.895954,7.985422,56.47059,8.943673,56.07843,112.0,
0.51212376,5.6,2898.0,9.0,6.0,25.44,0.0,59.312214,7.4169097,52.54902,8.306939,54.509804,112.0,
0.5198203,5.6,2955.0,9.0,6.0,31.84,0.0,59.740913,9.119944,66.27451,10.396736,53.333332,114.0,
0.5261039,5.7,3021.0,9.0,6.0,24.61,0.0,60.21146,6.868306,48.627453,8.035918,52.941177,117.0,
0.5332998,5.8,3018.0,9.0,6.0,24.07,0.0,60.75249,6.7176,48.627453,7.859592,54.117645,117.0,
0.539475,5.9,3018.0,9.0,6.0,23.88,0.0,61.21239,6.664573,47.843136,7.7975507,54.901962,117.0,
0.54501075,6.0,3025.0,9.0,6.0,22.97,0.0,61.633976,6.4106054,45.882355,7.500408,55.686275,117.0,
0.5501797,6.1,3029.0,9.0,6.0,21.91,0.0,62.048035,6.0629544,43.92157,7.154286,56.862743,118.0,
0.55536276,6.2,3033.0,9.0,6.0,21.33,0.0,62.468204,5.9024568,41.960785,6.9648986,57.64706,118.0,
0.56087506,6.3,3031.0,9.0,6.0,19.88,0.0,62.940025,5.5012107,40.0,6.4914284,58.039215,118.0,
