Kraftstoffdruck,Kraftstoffverbrauch der Reise,Reisedistanz,Motor-Umdrehungen,Einlaß-Lufttemperatur,Umgebungstemperatur,Luftdurchfluß,Motoröltemperatur,Durchschnittliche Reisegeschwindigkeit,Kraftstoffverbrauch,Berechneter Lastwert,Zeit-Kraftstoffverbrauch.,Kraftstofftank-Inhalt,Geschwindigkeit
34980000,1.564035,22.2,2229,11,5,23.64,0,87.845375,11.1872225,67.84314,7.7191834,14.509804,69
30669998,1.564504,22.2,2097,11,5,2.83,0,87.80357,1.3792262,10.196078,0.9240816,14.90196,67
29809998,1.5648112,22.2,1550,12,5,1.83,0,87.73095,1.1491365,12.941176,0.59755105,14.509804,52
27689998,1.5652711,22.3,829,12,5,2.75,0,87.62038,2.7210884,31.764706,0.8979592,12.941176,33
24329998,1.5656669,22.3,807,12,0,2.45,0,87.47747,5.714286,29.80392,0.8,9.411765,14
34070000,1.567263,22.3,2844,11,5,6.36,0,87.28932,8.306939,65.882355,2.0767348,6.6666665,25
35250000,1.5728525,22.3,2542,11,5,34.62,0,87.1882,32.298542,1.9607843,11.304489,6.27451,35
32749998,1.5731188,22.3,1243,12,5,1.61,0,87.07499,1.7523808,13.725491,0.5257143,5.490196,30
34900000,1.5744212,22.3,2106,12,5,7.77,0,86.95899,8.748769,45.098038,2.537143,3.9215686,29
35160000,1.585235,22.4,2943,11,5,49.78,0,86.84011,39.645596,100,16.254694,4.3137255,41
34250000,1.5927927,22.4,2538,11,5,36.53,0,86.75709,22.505966,99.60784,11.928163,5.490196,53
35320000,1.5990226,22.4,2286,12,5,26.83,0,86.70828,12.6968355,86.666664,8.760817,7.45098,69
34990000,1.6077627,22.5,2613,11,5,43.84,0,86.69014,18.120382,100,14.315102,9.019608,79
31869998,1.6085991,22.5,2178,12,5,5.08,0,86.68686,1.9515008,7.45098,1.6587756,10.980392,85
35270000,1.6138867,22.6,2228,11,5,32.88,0,86.68557,12.484101,93.333336,10.736327,12.54902,86
34930000,1.6213781,22.6,2339,10,5,35.91,0,86.691246,13.17496,100,11.725715,13.725491,89
34620000,1.6286633,22.7,2484,10,5,39.43,0,86.70923,13.55274,93.72549,12.875103,14.117647,95
35600000,1.6388979,22.7,2654,10,5,47.61,0,86.74508,15.3922,100,15.546123,14.509804,101
34800000,1.6401827,22.8,2737,10,5,6.94,0,86.788826,2.1178713,12.54902,2.2661223,14.509804,107
35480000,1.6463575,22.9,2795,10,5,37.82,0,86.8291,11.434618,83.52941,12.349388,14.509804,108
34650000,1.6540877,22.9,2865,10,5,33.2,0,86.89438,9.766501,82.35294,10.8408165,14.117647,111
35270000,1.6626153,23,2947,10,5,39.77,0,86.961624,11.3913355,65.882355,12.986122,12.941176,114
34630000,1.6697013,23.1,2994,10,5,34.19,0,87.03111,9.6242075,72.15686,11.164081,12.941176,116
35390000,1.6759784,23.2,3038,10,5,34.97,0,87.09515,9.676929,70.196075,11.4187765,13.725491,118
34610000,1.6817809,23.2,3087,10,5,35.98,0,87.15429,9.872749,71.76471,11.748571,14.509804,119
35120000,1.6892577,23.3,3132,9,5,36.62,0,87.233665,9.882274,72.94118,11.957551,14.90196,121
35270000,1.6952596,23.4,3135,9,5,29.78,0,87.31377,7.970558,59.60784,9.724081,15.294118,122
30929998,1.6963637,23.4,3123,10,5,6.58,0,87.380226,1.7611241,13.333333,2.1485715,14.509804,122
34840000,1.7031405,23.5,3120,9,5,34.67,0,87.455185,9.356047,75.29412,11.320816,13.725491,121
33549998,1.7076538,23.6,3099,10,5,25.08,0,87.52177,6.82449,47.058823,8.189388,13.725491,120
34930000,1.7152596,23.6,3092,9,5,33.69,0,87.6024,9.244384,70.196075,11.000816,14.509804,119
34570000,1.7222745,23.7,3130,9,5,29.01,0,87.69646,7.7644696,36.47059,9.472653,13.333333,122
35240000,1.7286761,23.7,3106,9,5,28.62,0,87.47498,7.7644696,62.35294,9.345306,13.725491,0
35610000,1.7339123,23.8,3151,9,5,29.01,0,87.54516,7.7644696,58.431374,9.472653,14.117647,122
34860000,1.7376605,23.9,3132,9,5,22.78,0,87.61507,6.0970225,45.882355,7.438368,14.509804,122
35370000,1.7436895,23.9,3139,9,5,31.09,0,87.68378,8.3211775,61.568626,10.151836,14.509804,122
34800000,1.7488431,24,3169,9,5,30.27,0,87.75116,8.03584,60,9.884083,14.509804,123
33580000,1.7498558,24.1,3144,9,5,6.38,0,87.81182,1.7075945,27.058823,2.0832653,14.509804,122
34690000,1.7541835,24.1,3122,9,5,24.22,0,87.87807,6.536009,51.764706,7.908571,14.509804,121
35270000,1.7583891,24.2,3109,9,5,25.86,0,87.93797,6.9785805,40.784313,8.444082,14.509804,121
35600000,1.7638903,24.3,3122,9,5,29.76,0,88.00585,8.031034,59.60784,9.717551,14.90196,121
31489998,1.7681948,24.3,3109,9,5,21.75,0,88.08055,5.8213453,10.588235,7.1020412,14.90196,122
34830000,1.772863,24.4,3082,9,5,23.1,0,88.15183,6.2857146,42.7451,7.5428576,15.294118,120
35280000,1.7785944,24.5,3067,9,5,21.19,0,88.243835,5.8144403,43.52941,6.9191837,15.294118,119
34920000,1.7838906,24.6,3071,9,5,26.65,0,88.311134,7.312639,54.901962,8.702041,15.294118,119
31959998,1.7883741,24.6,3077,9,5,25.13,0,88.37322,6.838095,10.588235,8.205714,15.686275,120
34840000,1.7914078,24.7,3054,9,5,18.79,0,88.42743,5.1558914,38.431374,6.1355104,15.686275,119
35420000,1.7952713,24.8,3050,9,5,24.16,0,88.47916,6.6855764,49.019608,7.88898,15.686275,118
35390000,1.7993556,24.8,3056,9,5,25.44,0,88.53267,6.9806213,50.19608,8.306939,15.686275,119
34970000,1.8033267,24.9,3061,9,5,24.96,0,88.58559,6.848911,51.372547,8.150204,15.686275,119
34700000,1.8086189,24.9,3057,9,5,25.39,0,88.65458,6.9669013,51.372547,8.290612,15.686275,119
31719998,1.8097378,25,3017,9,5,5.62,0,88.71798,1.5551713,20,1.8351021,15.294118,118
35370000,1.8147062,25,2997,9,5,23.93,0,88.51851,1.5551713,49.019608,7.8138776,15.294118,0
32819998,1.818896,25.1,2970,9,5,19.36,0,88.58283,5.449683,29.80392,6.321633,15.294118,116
25679998,1.8196961,25.2,2859,10,5,4.35,0,88.63128,1.2569984,8.235294,1.4204082,12.941176,113
22899998,1.8204589,25.2,2787,10,5,3.79,0,88.67541,1.135368,8.627451,1.2375511,13.333333,109
23239998,1.8210671,25.3,2661,10,5,3.81,0,88.70168,1.1962323,8.235294,1.2440816,14.117647,104
22779998,1.8216393,25.3,2535,10,5,3.58,0,88.71935,1.1807873,8.627451,1.1689795,14.509804,99
22389998,1.8222967,25.4,2404,10,5,3.7,0,88.731316,1.2717509,9.411765,1.2081634,14.117647,95
22289998,1.822713,25.4,2307,10,5,2.54,0,88.73353,0.92154205,5.882353,0.8293878,12.54902,90
22449998,1.823061,25.5,2207,11,5,2.16,0,88.72884,0.82012343,7.45098,0.7053062,10.196078,86
22629998,1.8236731,25.5,2100,11,5,3.01,0,88.71428,1.1986064,9.411765,0.98285717,9.803922,82
25259998,1.8241165,25.6,1964,11,5,2.16,0,88.688644,0.915982,56.07843,0.7053062,10.588235,77
29409998,1.8284416,25.6,1983,10,5,21.46,0,88.66164,9.220194,69.803925,7.007347,0,76
34530000,1.8344548,25.7,2009,10,5,26.09,0,88.633194,11.063875,79.21568,8.519184,10.196078,77
35240000,1.8385768,25.7,2040,11,5,16.3,0,88.60485,6.8236523,66.666664,5.3224487,10.980392,78
34060000,1.845006,25.8,2150,10,5,34.9,0,88.59205,13.897462,100,11.395919,11.764706,82
34670000,1.8510411,25.8,2273,9,5,36.66,0,88.589294,13.759326,97.64706,11.9706135,12.941176,87
35210000,1.8581673,25.9,2913,10,5,44.64,0,88.58998,16.377893,100,14.576325,12.54902,89
34620000,1.8689991,25.9,3158,9,5,54.78,0,88.60324,18.828787,100,17.887346,12.54902,95
35590000,1.883152,26,3433,10,5,62.19,0,88.64221,19.339941,18.039215,20.306938,12.941176,105
35410000,1.890889,26.1,2745,10,5,43.06,0,88.67472,13.264536,100,14.060409,11.372549,106
35500000,1.9000494,26.1,2830,9,5,50.75,0,88.7148,15.064936,100,16.571428,11.764706,110
35550000,1.9119201,26.2,2955,9,5,57.25,0,88.76917,16.398138,100,18.693878,12.941176,114
35520000,1.9208919,26.3,3027,9,5,45.54,0,88.8248,12.819141,97.64706,14.870204,13.725491,116
35330000,1.9309679,26.3,3117,9,5,49.46,0,88.89046,13.458503,100,16.150204,14.509804,120
34730000,1.9358267,26.4,3103,9,5,20.36,0,88.96952,5.49435,34.901962,6.6481633,14.90196,121
35230000,1.9409889,26.5,3079,9,5,25.34,0,89.034515,6.8952384,49.80392,8.274286,14.90196,120
35390000,1.946519,26.6,3072,9,5,25.65,0,89.10086,7.038244,59.215687,8.37551,14.90196,119
35510000,1.9526994,26.6,3083,9,5,29.02,0,89.16826,7.896599,58.039215,9.475919,14.90196,120
34640000,1.9574499,26.7,3097,9,5,28.48,0,89.220924,7.74966,56.862743,9.299592,14.509804,120
34860000,1.9626616,26.8,3104,9,5,28.83,0,89.27768,7.8448977,57.2549,9.4138775,14.509804,120
35480000,1.9673742,26.8,3113,9,5,27.71,0,89.332695,7.4778204,54.509804,9.048162,13.725491,121
35400000,1.9723779,26.9,3121,9,5,26.37,0,89.39382,7.116209,51.764706,8.610613,13.725491,121
34760000,1.9770185,27,3126,9,5,25.84,0,89.451485,6.973182,49.80392,8.437551,13.725491,121
35110000,1.9830718,27.1,3130,9,5,24.69,0,89.529854,6.662844,48.235294,8.062041,13.725491,121
0,1.9879206,27.1,3133,9,5,23.94,0,89.596306,6.4074945,47.058823,7.8171434,13.725491,122
35410000,1.992972,27.2,3127,9,5,23.4,0,89.666885,6.262964,46.27451,7.640816,14.117647,122
35210000,1.9976038,27.3,3130,9,5,23.5,0,89.731,6.289729,47.058823,7.6734695,14.509804,122
34610000,2.002398,27.4,3133,9,5,23.03,0,89.7985,6.163934,45.098038,7.52,14.509804,122
35170000,2.0059924,27.4,3133,9,5,21.81,0,89.85169,5.837404,44.313725,7.1216326,14.90196,122
35280000,2.0099337,27.5,3133,9,5,21.89,0,89.90966,5.858815,43.52941,7.1477547,14.90196,122
34900000,2.0142236,27.6,3129,9,5,21.18,0,89.974594,5.6687856,42.7451,6.915919,15.294118,122
35250000,2.0185516,27.7,3129,9,5,21.35,0,90.03728,5.7615113,42.35294,6.971429,15.686275,121
35290000,2.0224419,27.7,3133,9,5,19.2,0,90.10174,5.1388426,37.64706,6.269388,15.686275,122
34940000,2.0267553,27.8,3120,9,5,20.1,0,90.16758,5.4241867,40.784313,6.563266,15.686275,121
34930000,2.0301135,27.9,3120,9,5,20.22,0,90.21834,5.4565697,41.568626,6.6024494,15.294118,121
35280000,2.0343232,27.9,3119,9,5,21.26,0,90.27867,5.737224,41.960785,6.942041,15.686275,121
34930000,2.0381594,28,3119,9,5,21.2,0,90.33352,5.7210326,41.960785,6.922449,15.686275,121
34770000,2.0426843,28.1,3119,9,5,21.42,0,90.39736,5.780401,42.35294,6.9942856,15.686275,121
34880000,2.052766,28.2,3154,9,6,51.41,0,90.45875,13.759787,100,16.78694,15.686275,122
35910000,2.062612,28.2,3257,9,6,56.07,0,90.519554,14.530612,100,18.30857,15.686275,126
32539998,2.0689485,28.3,3336,9,6,35,0,90.58968,8.791209,12.54902,11.428572,15.294118,130
29889998,2.0710323,28.4,3280,9,6,13.03,0,90.64817,3.3239796,41.17647,4.254694,14.90196,128
28089998,2.0726624,28.4,3228,9,6,8.69,0,90.71304,2.2520247,20,2.8375509,11.372549,126
32419998,2.07605,28.5,3180,9,6,17.34,0,90.77638,4.566162,34.509804,5.662041,8.627451,124
29079998,2.0767183,28.6,3043,10,6,3.65,0,90.82665,1.0015435,7.45098,1.1918367,9.019608,119
29339998,2.0773633,28.6,2931,10,6,3.41,0,90.86925,0.9767275,7.0588236,1.1134694,11.372549,114
31739998,2.0773633,28.7,2844,9,6,0,0,90.9141,0,78.82353,0,13.333333,110
35240000,2.0866408,28.8,2967,9,6,45.04,0,90.96203,12.788643,87.84314,14.70694,13.725491,115
35470000,2.0932364,28.9,3036,9,6,30.26,0,91.01898,8.373573,58.039215,9.880816,12.941176,118
34780000,2.0981343,28.9,3066,9,6,26.29,0,91.06924,7.213857,53.72549,8.58449,13.333333,119
34650000,2.1027126,29,3080,9,6,27.27,0,91.114296,7.4827642,54.509804,8.9044895,13.333333,119
35550000,2.1072028,29.1,3090,9,6,27.92,0,91.158905,7.5972795,55.294117,9.116735,12.941176,120
34870000,2.1126754,29.1,3098,9,6,28.09,0,91.21278,7.6435375,57.64706,9.172245,12.54902,120
34700000,2.1178267,29.2,3104,9,6,28.77,0,91.26229,7.828572,57.2549,9.394286,12.941176,120
34790000,2.1236255,29.3,3111,9,6,28.85,0,91.319145,7.7854614,56.862743,9.420408,13.725491,121
35500000,2.1287692,29.3,3111,9,6,28.41,0,91.37043,7.6667237,57.2549,9.276735,14.509804,121
35060000,2.135502,29.4,3119,9,6,27.98,0,91.43823,7.5506835,54.509804,9.136327,14.90196,121
35320000,2.1419694,29.5,3128,9,6,25.62,0,91.50903,6.913814,0,8.365715,14.90196,121
34840000,2.1482565,29.6,3133,9,6,24.11,0,91.58429,6.4529943,47.843136,7.8726535,14.90196,122
29609998,2.1491225,29.7,3102,9,6,4.83,0,91.63415,1.303424,9.019608,1.577143,14.509804,121
23089998,2.1504195,29.8,3040,9,6,7.83,0,91.675385,2.1667242,12.156863,2.5567346,14.90196,118
31249998,2.1532378,29.8,3008,9,6,16.32,0,91.7166,4.5546837,32.156864,5.32898,14.90196,117
33039998,2.1613066,29.9,3050,9,6,34.56,0,91.774284,9.563474,20.784313,11.284899,14.90196,118
33179998,2.164897,30,3020,9,6,21.81,0,91.81323,6.0868654,43.52941,7.1216326,14.90196,117
35510000,2.1696832,30,3043,9,6,26.45,0,91.85763,7.3192673,54.509804,8.636735,14.90196,118
35130000,2.1696832,30.1,3074,9,6,0,0,91.91038,0,47.843136,0,14.90196,119
35270000,2.1734087,30.2,3091,9,6,23.35,0,91.95222,6.3537416,47.45098,7.6244903,15.294118,120
34770000,2.1791275,30.2,3109,0,6,23.81,0,92.015,6.478911,43.92157,7.7746935,15.294118,120
34810000,2.1839113,30.3,3116,9,6,20.65,0,92.0775,5.5726094,41.568626,6.7428575,14.90196,121
34720000,2.1886582,30.4,3108,9,6,22.11,0,92.13503,5.9666057,44.705883,7.2195926,12.54902,121
35390000,2.1924245,30.5,3104,9,6,23.54,0,92.17779,6.352505,48.235294,7.686531,12.54902,121
34700000,2.19647,30.5,3105,9,6,24.71,0,92.21997,6.7238092,48.627453,8.068571,12.941176,120
34740000,2.202246,30.6,3102,9,6,25.34,0,92.27844,6.8952384,51.764706,8.274286,13.725491,120
35260000,2.206379,30.7,3104,9,6,25.3,0,92.32014,6.8843536,50.980392,8.261225,14.117647,120
34700000,2.210803,30.7,3102,9,6,25.89,0,92.36368,7.0448976,51.372547,8.453877,14.509804,120
34910000,2.2151685,30.8,3100,9,6,26.74,0,92.40512,7.27619,52.941177,8.731428,14.509804,120
34800000,2.2199628,30.9,3106,9,6,26.09,0,92.45161,7.09932,54.117645,8.519184,14.90196,120
35160000,2.2257788,30.9,3101,9,6,27.94,0,92.504135,7.6027207,56.07843,9.123265,14.90196,120
35400000,2.23084,31,3102,9,6,27.97,0,92.549614,7.610884,55.686275,9.133061,14.90196,120
34890000,2.2364798,31.1,3111,9,6,27.97,0,92.60192,7.5479846,55.294117,9.133061,14.90196,121
34890000,2.2424798,31.2,3121,9,6,26.76,0,92.659904,7.2214546,52.941177,8.73796,14.90196,121
34700000,2.247174,31.2,3130,9,6,25.47,0,92.707405,6.8733344,50.19608,8.316734,14.90196,121
34850000,2.2518582,31.3,3124,9,6,24.58,0,92.75629,6.6331587,48.627453,8.026122,14.90196,121
34690000,2.2562783,31.4,3130,9,6,24.28,0,92.80289,6.5522013,47.843136,7.9281635,14.90196,121
34710000,2.2600229,31.4,3133,9,6,23.55,0,92.84483,6.303111,46.27451,7.6897955,14.90196,122
34990000,2.2642605,31.5,3134,9,6,22.69,0,92.89406,6.072934,44.313725,7.40898,14.90196,122
35030000,2.2680118,31.6,3135,9,6,21.33,0,92.94024,5.708933,41.960785,6.9648986,14.90196,122
34890000,2.2729313,31.7,3134,9,6,20.63,0,93.00261,5.5215793,40,6.7363267,14.90196,122
35290000,2.2768242,31.7,3129,9,6,21.08,0,93.04898,5.688649,40,6.8832655,14.90196,121
35230000,2.2807796,31.8,3132,9,6,20.04,0,93.09845,5.407995,39.215687,6.543674,14.90196,121
35170000,2.2847722,31.9,3125,9,6,19.9,0,93.14856,5.3702145,39.60784,6.4979596,14.509804,121
35250000,2.2891252,32,3130,9,6,19.75,0,93.20341,5.3297353,39.215687,6.44898,14.90196,121
35280000,2.2940686,32,3123,9,6,19.92,0,93.26486,5.3756113,39.60784,6.5044894,14.90196,121
35340000,2.2977972,32.1,3119,9,6,20.73,0,93.30927,5.5941978,41.960785,6.768979,14.509804,121
35230000,2.3012486,32.2,3118,9,6,21.4,0,93.34893,5.7750044,42.35294,6.9877553,14.509804,121
34710000,2.3048854,32.2,3111,9,6,21.51,0,93.39038,5.8046885,43.137257,7.023673,14.509804,121
34840000,2.3088315,32.3,3107,9,6,23.29,0,93.43187,6.2850404,45.490196,7.6048985,14.509804,121
35310000,2.313472,32.4,3108,9,6,24.74,0,93.47759,6.676337,47.843136,8.078367,14.509804,121
35300000,2.318089,32.4,3107,9,6,24.83,0,93.52281,6.7006245,48.627453,8.107756,14.509804,121
34770000,2.3241336,32.5,3107,9,6,25.33,0,93.58057,6.8355546,50.19608,8.271021,14.509804,121
34770000,2.3282018,32.6,3107,9,6,25.07,0,93.61992,6.76539,50.588234,8.186122,0,121
34920000,2.3344686,32.7,3109,9,6,25.41,0,93.67901,6.857143,51.372547,8.297143,14.509804,121
34640000,2.3407788,32.8,3114,8,6,25.54,0,93.73821,6.892225,51.764706,8.339592,14.509804,121
35180000,2.3463583,32.8,3112,8,6,25.62,0,93.79016,6.913814,49.411766,8.365715,14.509804,121
34880000,2.351858,32.9,3119,8,6,25.17,0,93.842,6.792377,0,8.218776,14.117647,121
35300000,2.356344,33,3120,8,6,24.68,0,93.88497,6.660145,48.627453,8.058775,14.117647,121
35250000,2.361681,33.1,3128,8,6,23.65,0,93.93821,6.3821898,46.666668,7.7224493,14.509804,121
35390000,2.365891,33.1,3126,8,6,23.29,0,93.98069,6.2850404,45.882355,7.6048985,14.509804,121
34730000,2.369873,33.2,3130,8,6,21.94,0,94.023254,5.920729,42.7451,7.164082,14.509804,121
35260000,2.3733346,33.3,3132,8,6,21.32,0,94.061134,5.7534156,43.137257,6.9616327,14.509804,121
35370000,2.3767977,33.3,3131,8,6,21.21,0,94.10057,5.6768146,41.568626,6.925714,14.509804,122
34650000,2.3818905,33.4,3128,8,6,20.99,0,94.156944,5.6643615,41.17647,6.8538775,14.90196,121
35290000,2.388694,33.5,3129,8,6,20.3,0,94.23426,5.4781585,0,6.6285715,14.90196,121
35170000,2.3920429,33.6,3122,8,6,19.67,0,94.2734,5.3081465,39.215687,6.4228573,14.90196,121
34790000,2.3957858,33.7,3120,8,6,20.51,0,94.31522,5.534829,40,6.697143,14.509804,121
34750000,2.3997345,33.7,3120,8,6,20.88,0,94.35841,5.634677,40.39216,6.817959,14.509804,121
34770000,2.4038157,33.8,3122,8,6,20.65,0,94.40344,5.5726094,40.784313,6.7428575,14.509804,121
35230000,2.4076526,33.9,3121,8,6,20.92,0,94.44506,5.645472,41.17647,6.831021,14.509804,121
35210000,2.411732,34,3119,8,6,20.63,0,94.48984,5.567212,41.17647,6.7363267,14.117647,121
35290000,2.4152057,34,3112,8,6,20.78,0,94.52747,5.607691,41.568626,6.785306,14.509804,121
34780000,2.419319,34.1,3121,8,6,21.26,0,94.5711,5.737224,42.35294,6.942041,14.117647,121
35120000,2.4233186,34.2,3119,8,6,21.68,0,94.61238,5.8505654,41.960785,7.079184,14.117647,121
35340000,2.427351,34.2,3117,9,6,21.09,0,94.65508,5.6913476,42.7451,6.8865304,14.509804,121
34830000,2.4318662,34.3,3116,9,6,21.69,0,94.70146,5.8532643,42.7451,7.0824494,14.509804,121
35260000,2.4360163,34.4,3117,9,6,21.46,0,94.74431,5.791196,43.52941,7.007347,14.509804,121
34780000,2.4410465,34.5,3115,9,6,22.21,0,94.79442,5.993591,44.705883,7.252245,14.90196,121
34970000,2.445508,34.5,3115,9,6,22.48,0,94.83816,6.0664535,44.313725,7.3404083,14.90196,121
35290000,2.449661,34.6,3119,9,6,22.5,0,94.878654,6.0718503,43.92157,7.3469386,14.90196,121
35260000,2.4533966,34.7,3115,9,6,22.06,0,94.91573,5.9531116,43.52941,7.203265,14.509804,121
35290000,2.4570634,34.7,3117,9,6,21.84,0,94.95241,5.893743,44.313725,7.131429,14.509804,121
35280000,2.4616632,34.8,3115,9,6,22.4,0,94.9971,6.044864,43.92157,7.3142858,14.509804,121
35310000,2.465252,34.9,3117,9,6,22.24,0,95.03212,6.001687,44.313725,7.262041,14.509804,121
34650000,2.4690585,34.9,3112,9,6,22.17,0,95.06924,5.982797,46.666668,7.2391844,14.509804,121
35370000,2.4735718,35,3111,9,6,24.56,0,95.10891,6.6277614,48.627453,8.019591,14.509804,121
35400000,2.4796205,35.1,3121,9,6,23.49,0,95.16436,6.339011,45.882355,7.6702037,14.117647,121
35410000,2.485226,35.2,3124,9,6,22.48,0,95.21769,6.0664535,44.705883,7.3404083,14.117647,121
34900000,2.4891326,35.3,3122,9,6,21.71,0,95.25605,5.8586607,43.92157,7.0889792,14.117647,121
34770000,2.493747,35.3,3121,9,6,22.64,0,95.29954,6.1096306,44.313725,7.392653,14.117647,121
34670000,2.498147,35.4,3111,9,6,24.34,0,95.337685,6.5683928,47.058823,7.9477553,14.117647,121
35330000,2.5025177,35.5,3117,9,6,23.82,0,95.376434,6.4280653,47.45098,7.777959,14.117647,121
34810000,2.507213,35.5,3120,9,6,23.79,0,95.41823,6.4199696,46.27451,7.768163,14.117647,121
35380000,2.5118861,35.6,3114,9,6,24.29,0,95.45845,6.5549,47.843136,7.931429,14.117647,121
34850000,2.516387,35.7,3117,9,6,24.1,0,95.49757,6.503627,47.843136,7.869388,14.117647,121
34730000,2.5204458,35.7,3116,9,6,24.4,0,95.53224,6.5845847,47.843136,7.967347,14.509804,121
35340000,2.5252087,35.8,3120,9,6,24.11,0,95.57342,6.5063252,47.058823,7.8726535,14.117647,121
34900000,2.529671,35.9,3114,9,6,24.01,0,95.61192,6.479339,47.45098,7.84,14.117647,121
35250000,2.535131,36,3117,9,6,24.55,0,95.65793,6.625064,47.843136,8.016327,14.117647,121
35390000,2.5407872,36,3111,9,6,24.05,0,95.47519,6.625064,48.235294,7.853061,14.117647,0
34690000,2.5474377,36.1,3117,9,6,24.49,0,95.531456,6.608872,47.45098,7.996735,14.117647,121
35210000,2.5535765,36.2,3116,8,6,24.38,0,95.58339,6.5791874,49.019608,7.9608164,14.117647,121
34980000,2.5578005,36.2,3119,8,6,24.23,0,95.61922,6.538708,48.627453,7.9118366,14.117647,121
34940000,2.561784,36.3,3119,8,6,24.17,0,95.652916,6.5225163,47.058823,7.892245,14.117647,121
35340000,2.5656168,36.4,3120,8,6,23.41,0,95.6864,6.317423,46.666668,7.6440816,14.117647,121
34740000,2.5702085,36.4,3116,8,6,24.28,0,95.724915,6.5522013,48.627453,7.9281635,13.725491,121
35010000,2.5751693,36.5,3112,9,6,24.03,0,95.76684,6.484737,47.843136,7.8465314,14.117647,121
34760000,2.5803027,36.6,3119,8,6,23.91,0,95.81028,6.452353,47.45098,7.807347,14.117647,121
30309998,2.5809712,36.6,3077,9,6,3.93,0,95.84325,1.0693878,8.235294,1.2832654,13.333333,120
29539998,2.581575,36.7,2833,9,6,3.31,0,95.86683,0.9650145,7.0588236,1.0808163,11.764706,112
29859998,2.582133,36.8,2568,0,6,2.77,0,95.87671,0.88675475,7.45098,0.9044898,12.54902,102
34840000,2.5832114,36.8,2490,9,6,4.07,0,95.87697,1.3843538,63.92157,1.3289796,12.54902,96
34770000,2.589085,36.9,2546,9,6,29.61,0,95.880295,9.86589,48.235294,9.668571,12.54902,98
35100000,2.5962756,37,2637,9,6,42.92,0,95.888435,13.739897,93.72549,14.014694,10.196078,102
35020000,2.604203,37,2754,9,6,47.32,0,95.9019,14.576819,100,15.451428,9.411765,106
