time,Kraftstoffdruck,Kraftstoffverbrauch der Reise,Reisedistanz,Motor-Umdrehungen,Einlaß-Lufttemperatur,Umgebungstemperatur,Luftdurchfluß,Motoröltemperatur,Durchschnittliche Reisegeschwindigkeit,Kraftstoffverbrauch,Berechneter Lastwert,Zeit-Kraftstoffverbrauch.,Kraftstofftank-Inhalt,Geschwindigkeit
08:28:05.314,,,,,,,,,,,43.52941,,,
08:28:05.316,,,27.5,,,,,,,,,,,
08:28:05.320,,2.0099337,,,,,,,,,,,,
08:28:05.321,,,,,,,,,89.90966,,,,,
08:28:05.507,,,,,9,,,,,,,,,
08:28:05.510,,,,,,,21.89,,,,,,,
08:28:05.648,35280000,,,,,,,,,,,,,
08:28:05.787,,,,,,5,,,,,,,,
08:28:06.408,,,,,,,,0,,,,,,
08:28:06.410,,,,,,,,,,,,7.1477547,,
08:28:06.748,,,,,,,,,,,,,14.90196,
08:28:07.236,,,,3129,,,,,,,,,,122
08:28:07.237,,,,,,,,,,5.6687856,,,,
08:28:07.547,,,,,,,,,,,42.7451,,,
08:28:07.549,,,27.6,,,,,,,,,,,
08:28:07.553,,2.0142236,,,,,,,,,,,,
08:28:07.555,,,,,,,,,89.974594,,,,,
08:28:07.690,,,,,9,,,,,,,,,
08:28:07.691,,,,,,,21.18,,,,,,,
08:28:08.046,34900000,,,,,,,,,,,,,
08:28:08.187,,,,,,5,,,,,,,,
08:28:08.834,,,,,,,,0,,,,,,
08:28:08.837,,,,,,,,,,,,6.915919,,
08:28:08.989,,,,,,,,,,,,,15.294118,
08:28:09.472,,,,3129,,,,,,5.7615113,,,,121
08:28:09.784,,,,,,,,,,,42.35294,,,
08:28:09.785,,,27.7,,,,,,,,,,,
08:28:09.788,,2.0185516,,,,,,,,,,,,
08:28:09.789,,,,,,,,,90.03728,,,,,
08:28:09.929,,,,,9,,,,,,,,,
08:28:09.930,,,,,,,21.35,,,,,,,
08:28:10.079,35250000,,,,,,,,,,,,,
08:28:10.414,,,,,,5,,,,,,,,
08:28:11.041,,,,,,,,0,,,,,,
08:28:11.042,,,,,,,,,,,,6.971429,,
08:28:11.180,,,,,,,,,,,,,15.686275,
08:28:11.756,,,,,,,,,,,,,,122
08:28:11.879,,,,3133,,,,,,,,,,
08:28:11.882,,,,,,,,,,5.1388426,,,,
08:28:12.016,,,,,,,,,,,37.64706,,,
08:28:12.021,,,27.7,,,,,,,,,,,
08:28:12.022,,2.0224419,,,,,,,,,,,,
08:28:12.024,,,,,,,,,90.10174,,,,,
08:28:12.178,,,,,9,,,,,,,,,
08:28:12.179,,,,,,,19.2,,,,,,,
08:28:12.322,35290000,,,,,,,,,,,,,
08:28:12.641,,,,,,5,,,,,,,,
08:28:13.278,,,,,,,,0,,,,,,
08:28:13.279,,,,,,,,,,,,6.269388,,
08:28:13.433,,,,,,,,,,,,,15.686275,
08:28:13.910,,,,,,,,,,,,,,121
08:28:14.247,,,,3120,,,,,,,,,,
08:28:14.250,,,,,,,,,,5.4241867,,,,
08:28:14.381,,,,,,,,,,,40.784313,,,
08:28:14.384,,,27.8,,,,,,,,,,,
08:28:14.388,,2.0267553,,,,,,,,,,,,
08:28:14.391,,,,,,,,,90.16758,,,,,
08:28:14.557,,,,,9,,,,,,,,,
08:28:14.559,,,,,,,20.1,,,,,,,
08:28:14.692,34940000,,,,,,,,,,,,,
08:28:14.844,,,,,,5,,,,,,,,
08:28:15.480,,,,,,,,0,,,,,,
08:28:15.481,,,,,,,,,,,,6.563266,,
08:28:15.615,,,,,,,,,,,,,15.686275,
08:28:16.093,,,,,,,,,,,,,,121
08:28:16.095,,,,3120,,,,,,5.4565697,,,,
08:28:16.212,,,,,,,,,,,41.568626,,,
08:28:16.217,,,27.9,,,,,,,,,,,
08:28:16.219,,2.0301135,,,,,,,,,,,,
08:28:16.222,,,,,,,,,90.21834,,,,,
08:28:16.373,,,,,9,,,,,,,,,
08:28:16.382,,,,,,,20.22,,,,,,,
08:28:16.522,34930000,,,,,,,,,,,,,
08:28:17.065,,,,,,5,,,,,,,,
08:28:17.705,,,,,,,,0,,,,,,
08:28:17.709,,,,,,,,,,,,6.6024494,,
08:28:17.851,,,,,,,,,,,,,15.294118,
08:28:18.345,,,,,,,,,,,,,,121
08:28:18.347,,,,3119,,,,,,5.737224,,,,
08:28:18.396,,,,,,,,,,,41.960785,,,
08:28:18.399,,,27.9,,,,,,,,,,,
08:28:18.402,,2.0343232,,,,,,,,,,,,
08:28:18.404,,,,,,,,,90.27867,,,,,
08:28:18.539,,,,,9,,,,,,,,,
08:28:18.541,,,,,,,21.26,,,,,,,
08:28:18.690,35280000,,,,,,,,,,,,,
08:28:18.841,,,,,,5,,,,,,,,
08:28:19.457,,,,,,,,0,,,,,,
08:28:19.459,,,,,,,,,,,,6.942041,,
08:28:19.595,,,,,,,,,,,,,15.686275,
08:28:20.083,,,,,,,,,,,,,,121
08:28:20.241,,,,3119,,,,,,,,,,
08:28:20.242,,,,,,,,,,5.7210326,,,,
08:28:20.391,,,,,,,,,,,41.960785,,,
08:28:20.395,,,28,,,,,,,,,,,
08:28:20.396,,2.0381594,,,,,,,,,,,,
08:28:20.398,,,,,,,,,90.33352,,,,,
08:28:20.560,,,,,9,,,,,,,,,
08:28:20.561,,,,,,,21.2,,,,,,,
08:28:20.703,34930000,,,,,,,,,,,,,
08:28:20.840,,,,,,5,,,,,,,,
08:28:21.477,,,,,,,,0,,,,,,
08:28:21.478,,,,,,,,,,,,6.922449,,
08:28:21.619,,,,,,,,,,,,,15.686275,
08:28:22.252,,,,,,,,,,,,,,121
08:28:22.579,,,,3119,,,,,,,,,,
08:28:22.582,,,,,,,,,,5.780401,,,,
08:28:22.719,,,,,,,,,,,42.35294,,,
08:28:22.722,,,28.1,,,,,,,,,,,
08:28:22.725,,2.0426843,,,,,,,,,,,,
08:28:22.727,,,,,,,,,90.39736,,,,,
08:28:22.866,,,,,9,,,,,,,,,
08:28:22.867,,,,,,,21.42,,,,,,,
08:28:23.014,34770000,,,,,,,,,,,,,
08:28:23.340,,,,,,5,,,,,,,,
08:28:23.993,,,,,,,,0,,,,,,
08:28:23.995,,,,,,,,,,,,6.9942856,,
08:28:24.120,,,,,,,,,,,,,15.686275,
08:28:24.614,,,,,,,,,,,,,,122
08:28:24.742,,,,3154,,,,,,,,,,
08:28:24.746,,,,,,,,,,13.759787,,,,
08:28:24.881,,,,,,,,,,,100,,,
08:28:24.885,,,28.2,,,,,,,,,,,
08:28:24.907,,2.052766,,,,,,,,,,,,
08:28:24.908,,,,,,,,,90.45875,,,,,
08:28:25.071,,,,,9,,,,,,,,,
08:28:25.072,,,,,,,51.41,,,,,,,
08:28:25.219,34880000,,,,,,,,,,,,,
08:28:25.375,,,,,,6,,,,,,,,
08:28:25.998,,,,,,,,0,,,,,,
08:28:26.004,,,,,,,,,,,,16.78694,,
08:28:26.194,,,,,,,,,,,,,15.686275,
08:28:26.659,,,,,,,,,,,,,,126
08:28:26.673,,,,3257,,,,,,,,,,
08:28:26.676,,,,,,,,,,14.530612,,,,
08:28:26.818,,,,,,,,,,,100,,,
08:28:26.821,,,28.2,,,,,,,,,,,
08:28:26.824,,2.062612,,,,,,,,,,,,
08:28:26.827,,,,,,,,,90.519554,,,,,
08:28:26.974,,,,,9,,,,,,,,,
08:28:26.975,,,,,,,56.07,,,,,,,
08:28:27.112,35910000,,,,,,,,,,,,,
08:28:27.461,,,,,,6,,,,,,,,
08:28:28.085,,,,,,,,0,,,,,,
08:28:28.086,,,,,,,,,,,,18.30857,,
08:28:28.230,,,,,,,,,,,,,15.686275,
08:28:28.657,,,,,,,,,,,,,,130
08:28:28.670,,,,3336,,,,,,,,,,
08:28:28.674,,,,,,,,,,8.791209,,,,
08:28:28.814,,,,,,,,,,,12.54902,,,
08:28:28.817,,,28.3,,,,,,,,,,,
08:28:28.821,,2.0689485,,,,,,,,,,,,
08:28:28.823,,,,,,,,,90.58968,,,,,
08:28:28.948,,,,,9,,,,,,,,,
08:28:28.949,,,,,,,35,,,,,,,
08:28:29.092,32539998,,,,,,,,,,,,,
08:28:29.242,,,,,,6,,,,,,,,
08:28:29.867,,,,,,,,0,,,,,,
08:28:29.869,,,,,,,,,,,,11.428572,,
08:28:30.013,,,,,,,,,,,,,15.294118,
08:28:30.478,,,,3280,,,,,,3.3239796,,,,128
08:28:30.575,,,,,,,,,,,41.17647,,,
08:28:30.578,,,28.4,,,,,,,,,,,
08:28:30.583,,2.0710323,,,,,,,,,,,,
08:28:30.584,,,,,,,,,90.64817,,,,,
08:28:30.722,,,,,9,,,,,,,,,
08:28:30.723,,,,,,,13.03,,,,,,,
08:28:30.887,29889998,,,,,,,,,,,,,
08:28:31.000,,,,,,6,,,,,,,,
08:28:31.632,,,,,,,,0,,,,,,
08:28:31.633,,,,,,,,,,,,4.254694,,
08:28:31.788,,,,,,,,,,,,,14.90196,
08:28:32.371,,,,,,,,,,,,,,126
08:28:32.514,,,,3228,,,,,,,,,,
08:28:32.519,,,,,,,,,,2.2520247,,,,
08:28:32.644,,,,,,,,,,,20,,,
08:28:32.648,,,28.4,,,,,,,,,,,
08:28:32.652,,2.0726624,,,,,,,,,,,,
08:28:32.655,,,,,,,,,90.71304,,,,,
08:28:32.996,,,,,9,,,,,,,,,
08:28:32.998,,,,,,,8.69,,,,,,,
08:28:33.135,28089998,,,,,,,,,,,,,
08:28:33.262,,,,,,6,,,,,,,,
08:28:33.915,,,,,,,,0,,,,2.8375509,,
08:28:34.045,,,,,,,,,,,,,11.372549,
08:28:34.526,,,,,,,,,,,,,,124
08:28:34.665,,,,3180,,,,,,,,,,
08:28:34.670,,,,,,,,,,4.566162,,,,
08:28:34.799,,,,,,,,,,,34.509804,,,
08:28:34.802,,,28.5,,,,,,,,,,,
08:28:34.805,,2.07605,,,,,,,,,,,,
08:28:34.810,,,,,,,,,90.77638,,,,,
08:28:34.952,,,,,9,,17.34,,,,,,,
08:28:35.311,32419998,,,,,,,,,,,,,
08:28:35.466,,,,,,6,,,,,,,,
08:28:36.099,,,,,,,,0,,,,,,
08:28:36.102,,,,,,,,,,,,5.662041,,
08:28:36.254,,,,,,,,,,,,,8.627451,
08:28:36.739,,,,3043,,,,,,,,,,119
08:28:36.740,,,,,,,,,,1.0015435,,,,
08:28:36.819,,,,,,,,,,,7.45098,,,
08:28:36.821,,,28.6,,,,,,,,,,,
08:28:36.824,,2.0767183,,,,,,,,,,,,
08:28:36.825,,,,,,,,,90.82665,,,,,
08:28:37.170,,,,,10,,,,,,,,,
08:28:37.171,,,,,,,3.65,,,,,,,
08:28:37.301,29079998,,,,,,,,,,,,,
08:28:37.442,,,,,,6,,,,,,,,
08:28:38.100,,,,,,,,0,,,,,,
08:28:38.101,,,,,,,,,,,,1.1918367,,
08:28:38.258,,,,,,,,,,,,,9.019608,
08:28:38.719,,,,,,,,,,,,,,114
08:28:38.737,,,,2931,,,,,,,,,,
08:28:38.743,,,,,,,,,,0.9767275,,,,
08:28:38.901,,,,,,,,,,,7.0588236,,,
08:28:38.905,,,28.6,,,,,,,,,,,
08:28:38.909,,2.0773633,,,,,,,,,,,,
08:28:38.910,,,,,,,,,90.86925,,,,,
08:28:39.037,,,,,10,,,,,,,,,
08:28:39.040,,,,,,,3.41,,,,,,,
08:28:39.185,29339998,,,,,,,,,,,,,
08:28:39.320,,,,,,6,,,,,,,,
08:28:39.964,,,,,,,,0,,,,,,
08:28:39.965,,,,,,,,,,,,1.1134694,,
08:28:40.499,,,,,,,,,,,,,11.372549,
08:28:41.298,,,,,,,,,,,,,,110
08:28:41.425,,,,2844,,,,,,,,,,
08:28:41.428,,,,,,,,,,0,,,,
08:28:41.569,,,,,,,,,,,78.82353,,,
08:28:41.573,,,28.7,,,,,,,,,,,
08:28:41.576,,2.0773633,,,,,,,,,,,,
08:28:41.578,,,,,,,,,90.9141,,,,,
08:28:41.709,,,,,9,,,,,,,,,
08:28:41.711,,,,,,,0,,,,,,,
08:28:41.871,31739998,,,,,,,,,,,,,
08:28:42.027,,,,,,6,,,,,,,,
08:28:42.661,,,,,,,,0,,,,,,
08:28:42.667,,,,,,,,,,,,0,,
08:28:42.802,,,,,,,,,,,,,13.333333,
08:28:43.568,,,,,,,,,,,,,,115
08:28:43.692,,,,2967,,,,,,,,,,
08:28:43.696,,,,,,,,,,12.788643,,,,
08:28:43.841,,,,,,,,,,,87.84314,,,
08:28:43.844,,,28.8,,,,,,,,,,,
08:28:43.847,,2.0866408,,,,,,,,,,,,
08:28:43.848,,,,,,,,,90.96203,,,,,
08:28:43.979,,,,,9,,,,,,,,,
08:28:43.981,,,,,,,45.04,,,,,,,
08:28:44.315,35240000,,,,,,,,,,,,,
08:28:44.480,,,,,,6,,,,,,,,
08:28:45.117,,,,,,,,0,,,,,,
08:28:45.119,,,,,,,,,,,,14.70694,,
08:28:45.266,,,,,,,,,,,,,13.725491,
08:28:45.739,,,,,,,,,,,,,,118
08:28:45.740,,,,3036,,,,,,8.373573,,,,
08:28:46.242,,,,,,,,,,,58.039215,,,
08:28:46.246,,,28.9,,,,,,,,,,,
08:28:46.252,,2.0932364,,,,,,,,,,,,
08:28:46.254,,,,,,,,,91.01898,,,,,
08:28:46.445,,,,,9,,,,,,,,,
08:28:46.447,,,,,,,30.26,,,,,,,
08:28:46.595,35470000,,,,,,,,,,,,,
08:28:46.934,,,,,,6,,,,,,,,
08:28:47.581,,,,,,,,0,,,,,,
08:28:47.584,,,,,,,,,,,,9.880816,,
08:28:47.721,,,,,,,,,,,,,12.941176,
08:28:48.184,,,,3066,,,,,,,,,,119
08:28:48.185,,,,,,,,,,7.213857,,,,
08:28:48.297,,,,,,,,,,,53.72549,,,
08:28:48.300,,,28.9,,,,,,,,,,,
08:28:48.304,,2.0981343,,,,,,,,,,,,
08:28:48.309,,,,,,,,,91.06924,,,,,
08:28:48.467,,,,,9,,,,,,,,,
08:28:48.468,,,,,,,26.29,,,,,,,
08:28:48.617,34780000,,,,,,,,,,,,,
08:28:48.796,,,,,,6,,,,,,,,
08:28:49.418,,,,,,,,0,,,,,,
08:28:49.423,,,,,,,,,,,,8.58449,,
08:28:49.564,,,,,,,,,,,,,13.333333,
08:28:50.010,,,,,,,,,,,,,,119
08:28:50.012,,,,3080,,,,,,7.4827642,,,,
08:28:50.149,,,,,,,,,,,54.509804,,,
08:28:50.151,,,29,,,,,,,,,,,
08:28:50.159,,2.1027126,,,,,,,91.114296,,,,,
08:28:50.296,,,,,9,,,,,,,,,
08:28:50.298,,,,,,,27.27,,,,,,,
08:28:50.431,34650000,,,,,,,,,,,,,
08:28:50.578,,,,,,6,,,,,,,,
08:28:51.218,,,,,,,,0,,,,,,
08:28:51.227,,,,,,,,,,,,8.9044895,,
08:28:51.364,,,,,,,,,,,,,13.333333,
08:28:51.822,,,,3090,,,,,,7.5972795,,,,120
08:28:51.922,,,,,,,,,,,55.294117,,,
08:28:51.924,,,29.1,,,,,,,,,,,
08:28:51.928,,2.1072028,,,,,,,,,,,,
08:28:51.930,,,,,,,,,91.158905,,,,,
08:28:52.097,,,,,9,,,,,,,,,
08:28:52.099,,,,,,,27.92,,,,,,,
08:28:52.224,35550000,,,,,,,,,,,,,
08:28:52.370,,,,,,6,,,,,,,,
08:28:53.012,,,,,,,,0,,,,,,
08:28:53.021,,,,,,,,,,,,9.116735,,
08:28:53.160,,,,,,,,,,,,,12.941176,
08:28:53.757,,,,,,,,,,,,,,120
08:28:53.925,,,,3098,,,,,,,,,,
08:28:53.932,,,,,,,,,,7.6435375,,,,
08:28:54.068,,,,,,,,,,,57.64706,,,
08:28:54.072,,,29.1,,,,,,,,,,,
08:28:54.076,,2.1126754,,,,,,,,,,,,
08:28:54.078,,,,,,,,,91.21278,,,,,
08:28:54.217,,,,,9,,,,,,,,,
08:28:54.219,,,,,,,28.09,,,,,,,
08:28:54.368,34870000,,,,,,,,,,,,,
08:28:54.492,,,,,,6,,,,,,,,
08:28:55.136,,,,,,,,0,,,,,,
08:28:55.139,,,,,,,,,,,,9.172245,,
08:28:55.268,,,,,,,,,,,,,12.54902,
08:28:55.758,,,,,,,,,,,,,,120
08:28:55.898,,,,3104,,,,,,,,,,
08:28:55.903,,,,,,,,,,7.828572,,,,
08:28:56.044,,,,,,,,,,,57.2549,,,
08:28:56.051,,,29.2,,,,,,,,,,,
08:28:56.057,,2.1178267,,,,,,,,,,,,
08:28:56.070,,,,,,,,,91.26229,,,,,
08:28:56.230,,,,,9,,,,,,,,,
08:28:56.231,,,,,,,28.77,,,,,,,
08:28:56.387,34700000,,,,,,,,,,,,,
08:28:56.714,,,,,,6,,,,,,,,
08:28:57.360,,,,,,,,0,,,,,,
08:28:57.361,,,,,,,,,,,,9.394286,,
08:28:57.693,,,,,,,,,,,,,12.941176,
08:28:58.146,,,,3111,,,,,,,,,,121
08:28:58.147,,,,,,,,,,7.7854614,,,,
08:28:58.260,,,,,,,,,,,56.862743,,,
08:28:58.262,,,29.3,,,,,,,,,,,
08:28:58.265,,2.1236255,,,,,,,,,,,,
08:28:58.267,,,,,,,,,91.319145,,,,,
08:28:58.416,,,,,9,,,,,,,,,
08:28:58.417,,,,,,,28.85,,,,,,,
08:28:58.566,34790000,,,,,,,,,,,,,
08:28:58.700,,,,,,6,,,,,,,,
08:28:59.343,,,,,,,,0,,,,,,
08:28:59.344,,,,,,,,,,,,9.420408,,
08:28:59.477,,,,,,,,,,,,,13.725491,
08:28:59.975,,,,,,,,,,,,,,121
08:29:00.101,,,,3111,,,,,,,,,,
08:29:00.106,,,,,,,,,,7.6667237,,,,
08:29:00.255,,,,,,,,,,,57.2549,,,
08:29:00.258,,,29.3,,,,,,,,,,,
08:29:00.263,,2.1287692,,,,,,,,,,,,
08:29:00.267,,,,,,,,,91.37043,,,,,
08:29:00.631,,,,,9,,,,,,,,,
08:29:00.632,,,,,,,28.41,,,,,,,
08:29:00.784,35500000,,,,,,,,,,,,,
08:29:00.932,,,,,,6,,,,,,,,
08:29:01.565,,,,,,,,0,,,,,,
08:29:01.567,,,,,,,,,,,,9.276735,,
08:29:01.706,,,,,,,,,,,,,14.509804,
08:29:02.603,,,,,,,,,,,,,,121
08:29:02.735,,,,3119,,,,,,,,,,
08:29:02.742,,,,,,,,,,7.5506835,,,,
08:29:02.909,,,,,,,,,,,54.509804,,,
08:29:02.912,,,29.4,,,,,,,,,,,
08:29:02.915,,2.135502,,,,,,,,,,,,
08:29:02.917,,,,,,,,,91.43823,,,,,
08:29:03.075,,,,,9,,,,,,,,,
08:29:03.077,,,,,,,27.98,,,,,,,
08:29:03.401,35060000,,,,,,,,,,,,,
08:29:03.583,,,,,,6,,,,,,,,
08:29:04.214,,,,,,,,0,,,,,,
08:29:04.354,,,,,,,,,,,,9.136327,,
08:29:04.640,,,,,,,,,,,,,14.90196,
08:29:05.104,,,,,,,,,,,,,,121
08:29:05.107,,,,3128,,,,,,6.913814,,,,
08:29:05.692,,,,,,,,,,,0,,,
08:29:05.695,,,29.5,,,,,,,,,,,
08:29:05.698,,2.1419694,,,,,,,,,,,,
08:29:05.701,,,,,,,,,91.50903,,,,,
08:29:05.890,,,,,9,,,,,,,,,
08:29:05.891,,,,,,,25.62,,,,,,,
08:29:06.035,35320000,,,,,,,,,,,,,
08:29:06.576,,,,,,6,,,,,,,,
08:29:07.211,,,,,,,,0,,,,,,
08:29:07.214,,,,,,,,,,,,8.365715,,
08:29:07.366,,,,,,,,,,,,,14.90196,
08:29:07.899,,,,,,,,,,,,,,122
08:29:08.431,,,,3133,,,,,,,,,,
08:29:08.436,,,,,,,,,,6.4529943,,,,
08:29:08.567,,,,,,,,,,,47.843136,,,
08:29:08.569,,,29.6,,,,,,,,,,,
08:29:08.572,,2.1482565,,,,,,,,,,,,
08:29:08.574,,,,,,,,,91.58429,,,,,
08:29:08.718,,,,,9,,,,,,,,,
08:29:08.721,,,,,,,24.11,,,,,,,
08:29:08.880,34840000,,,,,,,,,,,,,
08:29:09.197,,,,,,6,,,,,,,,
08:29:09.845,,,,,,,,0,,,,,,
08:29:09.846,,,,,,,,,,,,7.8726535,,
08:29:09.985,,,,,,,,,,,,,14.90196,
08:29:10.468,,,,3102,,,,,,,,,,121
08:29:10.469,,,,,,,,,,1.303424,,,,
08:29:10.543,,,,,,,,,,,9.019608,,,
08:29:10.546,,,29.7,,,,,,,,,,,
08:29:10.549,,2.1491225,,,,,,,,,,,,
08:29:10.550,,,,,,,,,91.63415,,,,,
08:29:10.718,,,,,9,,,,,,,,,
08:29:10.720,,,,,,,4.83,,,,,,,
08:29:10.850,29609998,,,,,,,,,,,,,
08:29:10.981,,,,,,6,,,,,,,,
08:29:11.632,,,,,,,,0,,,,,,
08:29:11.634,,,,,,,,,,,,1.577143,,
08:29:11.762,,,,,,,,,,,,,14.509804,
08:29:12.240,,,,3040,,,,,,2.1667242,,,,118
08:29:12.370,,,,,,,,,,,12.156863,,,
08:29:12.372,,,29.8,,,,,,,,,,,
08:29:12.376,,2.1504195,,,,,,,,,,,,
08:29:12.378,,,,,,,,,91.675385,,,,,
08:29:12.565,,,,,9,,,,,,,,,
08:29:12.566,,,,,,,7.83,,,,,,,
08:29:12.701,23089998,,,,,,,,,,,,,
08:29:12.827,,,,,,6,,,,,,,,
08:29:13.484,,,,,,,,0,,,,,,
08:29:13.486,,,,,,,,,,,,2.5567346,,
08:29:13.642,,,,,,,,,,,,,14.90196,
08:29:14.111,,,,,,,,,,,,,,117
08:29:14.113,,,,3008,,,,,,,,,,
08:29:14.114,,,,,,,,,,4.5546837,,,,
08:29:14.274,,,,,,,,,,,32.156864,,,
08:29:14.276,,,29.8,,,,,,,,,,,
08:29:14.280,,2.1532378,,,,,,,,,,,,
08:29:14.282,,,,,,,,,91.7166,,,,,
08:29:14.466,,,,,9,,,,,,,,,
08:29:14.467,,,,,,,16.32,,,,,,,
08:29:14.814,31249998,,,,,,,,,,,,,
08:29:15.127,,,,,,6,,,,,,,,
08:29:15.918,,,,,,,,0,,,,,,
08:29:15.920,,,,,,,,,,,,5.32898,,
08:29:16.058,,,,,,,,,,,,,14.90196,
08:29:16.535,,,,,,,,,,,,,,118
08:29:16.537,,,,3050,,,,,,9.563474,,,,
08:29:16.847,,,,,,,,,,,20.784313,,,
08:29:16.850,,,29.9,,,,,,,,,,,
08:29:16.857,,2.1613066,,,,,,,,,,,,
08:29:16.858,,,,,,,,,91.774284,,,,,
08:29:17.001,,,,,9,,,,,,,,,
08:29:17.003,,,,,,,34.56,,,,,,,
08:29:17.133,33039998,,,,,,,,,,,,,
08:29:17.271,,,,,,6,,,,,,,,
08:29:17.916,,,,,,,,0,,,,,,
08:29:17.918,,,,,,,,,,,,11.284899,,
08:29:18.048,,,,,,,,,,,,,14.90196,
08:29:18.520,,,,,,,,,,,,,,117
08:29:18.523,,,,3020,,,,,,6.0868654,,,,
08:29:18.662,,,,,,,,,,,43.52941,,,
08:29:18.665,,,30,,,,,,,,,,,
08:29:18.668,,2.164897,,,,,,,,,,,,
08:29:18.671,,,,,,,,,91.81323,,,,,
08:29:18.841,,,,,9,,,,,,,,,
08:29:18.843,,,,,,,21.81,,,,,,,
08:29:18.985,33179998,,,,,,,,,,,,,
08:29:19.137,,,,,,6,,,,,,,,
08:29:19.757,,,,,,,,0,,,,,,
08:29:19.759,,,,,,,,,,,,7.1216326,,
08:29:19.897,,,,,,,,,,,,,14.90196,
08:29:20.385,,,,,,,,,,,,,,118
08:29:20.526,,,,3043,,,,,,,,,,
08:29:20.530,,,,,,,,,,7.3192673,,,,
08:29:20.658,,,,,,,,,,,54.509804,,,
08:29:20.661,,,30,,,,,,,,,,,
08:29:20.664,,2.1696832,,,,,,,,,,,,
08:29:20.666,,,,,,,,,91.85763,,,,,
08:29:20.814,,,,,9,,,,,,,,,
08:29:20.816,,,,,,,26.45,,,,,,,
08:29:20.945,35510000,,,,,,,,,,,,,
08:29:21.089,,,,,,6,,,,,,,,
08:29:21.727,,,,,,,,0,,,,,,
08:29:21.728,,,,,,,,,,,,8.636735,,
08:29:21.857,,,,,,,,,,,,,14.90196,
08:29:22.661,,,,,,,,,,,,,,119
08:29:22.819,,,,3074,,,,,,,,,,
08:29:22.825,,,,,,,,,,0,,,,
08:29:22.948,,,,,,,,,,,47.843136,,,
08:29:22.952,,,30.1,,,,,,,,,,,
08:29:22.955,,2.1696832,,,,,,,,,,,,
08:29:22.957,,,,,,,,,91.91038,,,,,
08:29:23.107,,,,,9,,,,,,,,,
08:29:23.109,,,,,,,0,,,,,,,
08:29:23.239,35130000,,,,,,,,,,,,,
08:29:23.387,,,,,,6,,,,,,,,
08:29:24.011,,,,,,,,0,,,,,,
08:29:24.014,,,,,,,,,,,,0,,
08:29:24.149,,,,,,,,,,,,,14.90196,
08:29:24.614,,,,3091,,,,,,6.3537416,,,,120
08:29:24.708,,,,,,,,,,,47.45098,,,
08:29:24.711,,,30.2,,,,,,,,,,,
08:29:24.715,,2.1734087,,,,,,,,,,,,
08:29:24.716,,,,,,,,,91.95222,,,,,
08:29:24.882,,,,,9,,,,,,,,,
08:29:24.885,,,,,,,23.35,,,,,,,
08:29:25.039,35270000,,,,,,,,,,,,,
08:29:25.171,,,,,,6,,,,,,,,
08:29:25.817,,,,,,,,0,,,,,,
08:29:25.962,,,,,,,,,,,,7.6244903,,
08:29:26.511,,,,,,,,,,,,,15.294118,
08:29:26.966,,,,,,,,,,,,,,120
08:29:27.227,,,,3109,,,,,,,,,,
08:29:27.233,,,,,,,,,,6.478911,,,,
08:29:27.357,,,,,,,,,,,43.92157,,,
08:29:27.361,,,30.2,,,,,,,,,,,
08:29:27.363,,2.1791275,,,,,,,,,,,,
08:29:27.366,,,,,,,,,92.015,,,,,
08:29:28.010,,,,,0,,,,,,,,,
08:29:28.011,,,,,,,23.81,,,,,,,
08:29:28.164,34770000,,,,,,,,,,,,,
08:29:28.318,,,,,,6,,,,,,,,
08:29:28.981,,,,,,,,0,,,,,,
08:29:28.982,,,,,,,,,,,,7.7746935,,
08:29:29.128,,,,,,,,,,,,,15.294118,
08:29:29.638,,,,,,,,,,,,,,121
08:29:29.770,,,,3116,,,,,,,,,,
08:29:29.773,,,,,,,,,,5.5726094,,,,
08:29:29.909,,,,,,,,,,,41.568626,,,
08:29:29.914,,,30.3,,,,,,,,,,,
08:29:29.919,,2.1839113,,,,,,,,,,,,
08:29:29.923,,,,,,,,,92.0775,,,,,
08:29:30.060,,,,,9,,,,,,,,,
08:29:30.063,,,,,,,20.65,,,,,,,
08:29:30.401,34810000,,,,,,,,,,,,,
08:29:30.935,,,,,,6,,,,,,,,
08:29:31.571,,,,,,,,0,,,,,,
08:29:31.575,,,,,,,,,,,,6.7428575,,
08:29:31.707,,,,,,,,,,,,,14.90196,
08:29:32.162,,,,3108,,,,,,,,,,121
08:29:32.163,,,,,,,,,,5.9666057,,,,
08:29:32.277,,,,,,,,,,,44.705883,,,
08:29:32.280,,,30.4,,,,,,,,,,,
08:29:32.283,,2.1886582,,,,,,,,,,,,
08:29:32.286,,,,,,,,,92.13503,,,,,
08:29:32.427,,,,,9,,,,,,,,,
08:29:32.429,,,,,,,22.11,,,,,,,
08:29:32.555,34720000,,,,,,,,,,,,,
08:29:32.699,,,,,,6,,,,,,,,
08:29:33.332,,,,,,,,0,,,,,,
08:29:33.337,,,,,,,,,,,,7.2195926,,
08:29:33.471,,,,,,,,,,,,,12.54902,
08:29:33.928,,,,3104,,,,,,6.352505,,,,121
08:29:34.043,,,,,,,,,,,48.235294,,,
08:29:34.045,,,30.5,,,,,,,,,,,
08:29:34.050,,2.1924245,,,,,,,92.17779,,,,,
08:29:34.207,,,,,9,,,,,,,,,
08:29:34.208,,,,,,,23.54,,,,,,,
08:29:34.361,35390000,,,,,,,,,,,,,
