time,Kraftstoffdruck,Kraftstoffverbrauch der Reise,Reisedistanz,Motor-Umdrehungen,Einlaß-Lufttemperatur,Umgebungstemperatur,Luftdurchfluß,Motoröltemperatur,Durchschnittliche Reisegeschwindigkeit,Kraftstoffverbrauch,Berechneter Lastwert,Zeit-Kraftstoffverbrauch.,Kraftstofftank-Inhalt,Geschwindigkeit
08:09:51.720,,,,,,,,0,,,,,,
08:09:51.721,,,,,,,,,,,,6.1224494,,
08:09:51.885,,,,,,,,,,,,,11.764706,
08:09:52.185,,,,,,,,,,,,,,62
08:09:52.555,,,,1628,,,,,,,,,,
08:09:52.559,,,,,,,,,,10.922976,,,,
08:09:52.897,,,,,,,,,,,73.333336,,,
08:09:52.902,,,0.1,,,,,,,,,,,
08:09:52.909,,0.014159475,,,,,,,,,,,,
08:09:52.910,,,,,,,,,57.446476,,,,,
08:09:53.270,,,,,19,,,,,,,,,
08:09:53.272,,,,,,,20.74,,,,,,,
08:09:53.434,34980000,,,,,,,,,,,,,
08:09:53.566,,,,,,7,,,,,,,,
08:09:54.215,,,,,,,,0,,,,,,
08:09:54.216,,,,,,,,,,,,6.772245,,
08:09:54.349,,,,,,,,,,,,,9.411765,
08:09:54.941,,,,,,,,,,,,,,67
08:09:55.094,,,,1737,,,,,,,,,,
08:09:55.098,,,,,,,,,,11.496801,,,,
08:09:55.243,,,,,,,,,,,80.39216,,,
08:09:55.247,,,0.2,,,,,,,,,,,
08:09:55.252,,0.019183451,,,,,,,,,,,,
08:09:55.255,,,,,,,,,59.462948,,,,,
08:09:55.392,,,,,19,,,,,,,,,
08:09:55.394,,,,,,,23.59,,,,,,,
08:09:55.526,35030000,,,,,,,,,,,,,
08:09:55.662,,,,,,7,,,,,,,,
08:09:56.306,,,,,,,,0,,,,,,
08:09:56.310,,,,,,,,,,,,7.7028575,,
08:09:56.466,,,,,,,,,,,,,11.372549,
08:09:56.944,,,,,,,,,,,,,,71
08:09:56.945,,,,1823,,,,,,2.832998,,,,
08:09:57.039,,,,,,,,,,,18.039215,,,
08:09:57.043,,,0.2,,,,,,,,,,,
08:09:57.048,,0.020186372,,,,,,,,,,,,
08:09:57.050,,,,,,,,,61.064545,,,,,
08:09:57.601,,,,,19,,,,,,,,,
08:09:57.602,,,,,,,6.16,,,,,,,
08:09:57.741,35740000,,,,,,,,,,,,,
08:09:57.883,,,,,,6,,,,,,,,
08:09:58.529,,,,,,,,0,,,,,,
08:09:58.531,,,,,,,,,,,,2.0114286,,
08:09:58.659,,,,,,,,,,,,,14.117647,
08:09:59.164,,,,1881,,,,,,0.4473022,,,,73
08:09:59.223,,,,,,,,,,,13.725491,,,
08:09:59.226,,,0.3,,,,,,,,,,,
08:09:59.229,,0.020384286,,,,,,,,,,,,
08:09:59.230,,,,,,,,,62.78869,,,,,
08:09:59.372,,,,,19,,,,,,,,,
08:09:59.373,,,,,,,1,,,,,,,
08:09:59.540,32989998,,,,,,,,,,,,,
08:09:59.688,,,,,,6,,,,,,,,
08:10:00.327,,,,,,,,0,,,,,,
08:10:00.328,,,,,,,,,,,,0.3265306,,
08:10:00.461,,,,,,,,,,,,,15.294118,
08:10:00.948,,,,,,,,,,,,,,68
08:10:01.069,,,,1733,,,,,,,,,,
08:10:01.072,,,,,,,,,,1.0708283,,,,
08:10:01.218,,,,,,,,,,,6.6666665,,,
08:10:01.221,,,0.3,,,,,,,,,,,
08:10:01.224,,0.020787809,,,,,,,,,,,,
08:10:01.228,,,,,,,,,63.396942,,,,,
08:10:01.360,,,,,20,,,,,,,,,
08:10:01.361,,,,,,,2.23,,,,,,,
08:10:01.496,31729998,,,,,,,,,,,,,
08:10:01.638,,,,,,6,,,,,,,,
08:10:02.282,,,,,,,,0,,,,,,
08:10:02.283,,,,,,,,,,,,0.7281633,,
08:10:02.410,,,,,,,,,,,,,12.54902,
08:10:03.418,,,,,,,,,,,,,,64
08:10:03.552,,,,1590,,,,,,,,,,
08:10:03.555,,,,,,,,,,0,,,,
08:10:03.909,,,,,,,,,,,56.47059,,,
08:10:03.912,,,0.3,,,,,,,,,,,
08:10:03.918,,0.020787809,,,,,,,,,,,,
08:10:03.919,,,,,,,,,63.47887,,,,,
08:10:04.042,,,,,20,,,,,,,,,
08:10:04.043,,,,,,,0,,,,,,,
08:10:04.184,33459998,,,,,,,,,,,,,
08:10:04.520,,,,,,6,,,,,,,,
08:10:05.168,,,,,,,,0,,,,,,
08:10:05.169,,,,,,,,,,,,0,,
08:10:05.452,,,,,,,,,,,,,7.8431373,
08:10:06.076,,,,,,,,,,,,,,63
08:10:06.216,,,,1634,,,,,,,,,,
08:10:06.221,,,,,,,,,,10.573372,,,,
08:10:06.345,,,,,,,,,,,73.72549,,,
08:10:06.349,,,0.4,,,,,,,,,,,
08:10:06.353,,0.025298938,,,,,,,,,,,,
08:10:06.356,,,,,,,,,63.426285,,,,,
08:10:06.492,,,,,19,,,,,,,,,
08:10:06.497,,,,,,,20.4,,,,,,,
08:10:06.637,35340000,,,,,,,,,,,,,
08:10:06.769,,,,,,6,,,,,,,,
08:10:07.408,,,,,,,,0,,,,,,
08:10:07.410,,,,,,,,,,,,6.661224,,
08:10:07.550,,,,,,,,,,,,,6.27451,
08:10:08.058,,,,1707,,,,,,,,,,66
08:10:08.059,,,,,,,,,,11.205936,,,,
08:10:08.124,,,,,,,,,,,76.47059,,,
08:10:08.126,,,0.4,,,,,,,,,,,
08:10:08.128,,0.028947592,,,,,,,,,,,,
08:10:08.129,,,,,,,,,63.616486,,,,,
08:10:08.272,,,,,18,,,,,,,,,
08:10:08.277,,,,,,,22.65,,,,,,,
08:10:08.431,35140000,,,,,,,,,,,,,
08:10:08.565,,,,,,6,,,,,,,,
08:10:09.204,,,,,,,,0,,,,,,
08:10:09.206,,,,,,,,,,,,7.395918,,
08:10:09.345,,,,,,,,,,,,,5.882353,
08:10:10.053,,,,,,,,,,,,,,66
08:10:10.184,,,,1704,,,,,,,,,,
08:10:10.188,,,,,,,,,,1.3407545,,,,
08:10:10.310,,,,,,,,,,,8.627451,,,
08:10:10.313,,,0.5,,,,,,,,,,,
08:10:10.314,,0.029484922,,,,,,,,,,,,
08:10:10.316,,,,,,,,,63.815346,,,,,
08:10:10.457,,,,,20,,,,,,,,,
08:10:10.458,,,,,,,2.71,,,,,,,
08:10:10.809,30699998,,,,,,,,,,,,,
08:10:10.977,,,,,,6,,,,,,,,
08:10:11.607,,,,,,,,0,,,,0.884898,,
08:10:11.740,,,,,,,,,,,,,7.8431373,
08:10:12.235,,,,,,,,,,,,,,67
08:10:12.764,,,,1748,,,,,,,,,,
08:10:12.767,,,,,,,,,,8.674992,,,,
08:10:13.124,,,,,,,,,,,31.37255,,,
08:10:13.126,,,0.5,,,,,,,,,,,
08:10:13.128,,0.03402816,,,,,,,,,,,,
08:10:13.130,,,,,,,,,64.12443,,,,,
08:10:13.281,,,,,19,,,,,,,,,
08:10:13.282,,,,,,,17.8,,,,,,,
08:10:13.415,35130000,,,,,,,,,,,,,
08:10:13.571,,,,,,6,,,,,,,,
08:10:14.194,,,,,,,,0,,,,,,
08:10:14.196,,,,,,,,,,,,5.812245,,
08:10:14.335,,,,,,,,,,,,,12.156863,
08:10:14.771,,,,,,,,,,,,,,69
08:10:14.773,,,,1742,,,,,,2.020704,,,,
08:10:14.899,,,,,,,,,,,5.882353,,,
08:10:14.903,,,0.6,,,,,,,,,,,
08:10:14.906,,0.034716785,,,,,,,,,,,,
08:10:14.907,,,,,,,,,64.40606,,,,,
08:10:15.037,,,,,19,,,,,,,,,
08:10:15.041,,,,,,,4.27,,,,,,,
08:10:15.175,32969998,,,,,,,,,,,,,
08:10:15.310,,,,,,6,,,,,,,,
08:10:15.952,,,,,,,,0,,,,,,
08:10:15.955,,,,,,,,,,,,1.3942858,,
08:10:16.095,,,,,,,,,,,,,14.509804,
08:10:16.894,,,,,,,,,,,,,,67
08:10:17.040,,,,1757,,,,,,,,,,
08:10:17.047,,,,,,,,,,8.372829,,,,
08:10:17.188,,,,,,,,,,,51.372547,,,
08:10:17.191,,,0.6,,,,,,,,,,,
08:10:17.194,,0.03828212,,,,,,,,,,,,
08:10:17.197,,,,,,,,,64.585594,,,,,
08:10:17.332,,,,,19,,,,,,,,,
08:10:17.337,,,,,,,17.18,,,,,,,
08:10:17.475,34310000,,,,,,,,,,,,,
08:10:17.826,,,,,,6,,,,,,,,
08:10:18.462,,,,,,,,0,,,,,,
08:10:18.464,,,,,,,,,,,,5.609796,,
08:10:18.597,,,,,,,,,,,,,16.470589,
08:10:19.083,,,,,,,,,,,,,,67
08:10:19.216,,,,1709,,,,,,,,,,
08:10:19.219,,,,,,,,,,1.0819372,,,,
08:10:19.356,,,,,,,,,,,32.156864,,,
08:10:19.359,,,0.6,,,,,,,,,,,
08:10:19.362,,0.03871887,,,,,,,,,,,,
08:10:19.364,,,,,,,,,64.73406,,,,,
08:10:19.697,,,,,19,,,,,,,,,
08:10:19.699,,,,,,,2.22,,,,,,,
08:10:19.857,33940000,,,,,,,,,,,,,
08:10:20.205,,,,,,6,,,,,,,,
08:10:20.810,,,,,,,,0,,,,,,
08:10:20.811,,,,,,,,,,,,0.7248979,,
08:10:20.949,,,,,,,,,,,,,16.862745,
08:10:21.467,,,,,,,,,,,,,,69
08:10:21.568,,,,1734,,,,,,,,,,
08:10:21.572,,,,,,,,,,1.9260575,,,,
08:10:21.720,,,,,,,,,,,5.098039,,,
08:10:21.724,,,0.7,,,,,,,,,,,
08:10:21.726,,0.03959083,,,,,,,,,,,,
08:10:21.728,,,,,,,,,65.00237,,,,,
08:10:21.853,,,,,19,,,,,,,,,
08:10:21.854,,,,,,,4.07,,,,,,,
08:10:22.001,32939998,,,,,,,,,,,,,
08:10:22.138,,,,,,6,,,,,,,,
08:10:22.772,,,,,,,,0,,,,,,
08:10:22.774,,,,,,,,,,,,1.3289796,,
08:10:22.908,,,,,,,,,,,,,16.862745,
08:10:23.494,,,,,,,,,,,,,,69
08:10:23.536,,,,1792,,,,,,,,,,
08:10:23.541,,,,,,,,,,9.469388,,,,
08:10:24.092,,,,,,,,,,,11.764706,,,
08:10:24.095,,,0.7,,,,,,,,,,,
08:10:24.098,,0.04389593,,,,,,,,,,,,
08:10:24.099,,,,,,,,,65.239395,,,,,
08:10:24.242,,,,,19,,,,,,,,,
08:10:24.243,,,,,,,20.01,,,,,,,
08:10:24.808,32159998,,,,,,,,,,,,,
08:10:24.962,,,,,,6,,,,,,,,
08:10:25.593,,,,,,,,0,,,,,,
08:10:25.594,,,,,,,,,,,,6.5338774,,
08:10:25.939,,,,,,,,,,,,,17.647058,
08:10:26.416,,,,,,,,,,,,,,70
08:10:26.555,,,,1821,,,,,,,,,,
08:10:26.559,,,,,,,,,,7.8740525,,,,
08:10:26.739,,,,,,,,,,,33.72549,,,
08:10:26.880,,,0.8,,,,,,,,,,,
08:10:27.238,,0.048705008,,,,,,,,,,,,
08:10:27.239,,,,,,,,,65.58612,,,,,
08:10:27.380,,,,,18,,,,,,,,,
08:10:27.381,,,,,,,16.88,,,,,,,
08:10:27.515,35180000,,,,,,,,,,,,,
08:10:27.650,,,,,,6,,,,,,,,
08:10:28.289,,,,,,,,0,,,,,,
08:10:28.292,,,,,,,,,,,,5.5118365,,
08:10:28.435,,,,,,,,,,,,,17.647058,
08:10:28.901,,,,,,,,,,,,,,71
08:10:29.283,,,,1839,,,,,,,,,,
08:10:29.288,,,,,,,,,,2.5616558,,,,
08:10:29.433,,,,,,,,,,,40.784313,,,
08:10:29.435,,,0.8,,,,,,,,,,,
08:10:29.438,,0.049815975,,,,,,,,,,,,
08:10:29.440,,,,,,,,,65.84909,,,,,
08:10:29.571,,,,,18,,,,,,,,,
08:10:29.574,,,,,,,5.57,,,,,,,
08:10:29.706,34880000,,,,,,,,,,,,,
08:10:29.846,,,,,,6,,,,,,,,
08:10:30.483,,,,,,,,0,,,,,,
08:10:30.488,,,,,,,,,,,,1.8187755,,
08:10:31.118,,,,,,,,,,,,,0,
08:10:31.626,,,,,,,,,,,,,,70
08:10:31.769,,,,1790,,,,,,,,,,
08:10:31.774,,,,,,,,,,1.0962099,,,,
08:10:31.915,,,,,,,,,,,6.27451,,,
08:10:31.924,,,0.9,,,,,,,,,,,
08:10:31.927,,0.050346296,,,,,,,,,,,,
08:10:31.929,,,,,,,,,66.06506,,,,,
08:10:32.060,,,,,19,,,,,,,,,
08:10:32.062,,,,,,,2.35,,,,,,,
08:10:32.196,28939998,,,,,,,,,,,,,
08:10:32.347,,,,,,6,,,,,,,,
08:10:32.968,,,,,,,,0,,,,,,
08:10:32.975,,,,,,,,,,,,0.76734686,,
08:10:33.120,,,,,,,,,,,,,17.254902,
08:10:33.611,,,,,,,,,,,,,,67
08:10:34.033,,,,0,,,,,,0.98933905,,,,
08:10:34.179,,,,,,,,,,,8.235294,,,
08:10:34.183,,,0.9,,,,,,,,,,,
08:10:34.187,,0.05076261,,,,,,,,,,,,
08:10:34.189,,,,,,,,,66.1073,,,,,
08:10:34.328,,,,,19,,,,,,,,,
08:10:34.332,,,,,,,2.03,,,,,,,
08:10:34.670,28889998,,,,,,,,,,,,,
08:10:34.797,,,,,,6,,,,,,,,
08:10:35.430,,,,,,,,0,,,,,,
08:10:35.433,,,,,,,,,,,,0.6628572,,
08:10:35.568,,,,,,,,,,,,,16.470589,
08:10:36.102,,,,,,,,,,,,,,65
08:10:36.222,,,,1663,,,,,,,,,,
08:10:36.225,,,,,,,,,,1.200628,,,,
08:10:36.361,,,,,,,,,,,11.764706,,,
08:10:36.364,,,1,,,,,,,,,,,
08:10:36.365,,0.051234975,,,,,,,,,,,,
08:10:36.367,,,,,,,,,66.06113,,,,,
08:10:36.711,,,,,19,,,,,,,,,
08:10:36.712,,,,,,,2.39,,,,,,,
08:10:36.850,27209998,,,,,,,,,,,,,
08:10:36.997,,,,,,6,,,,,,,,
08:10:37.630,,,,,,,,0,,,,,,
08:10:37.636,,,,,,,,,,,,0.7804082,,
08:10:37.912,,,,,,,,,,,,,16.862745,
08:10:38.414,,,,,,,,,,,,,,63
08:10:38.484,,,,1600,,,,,,,,,,
08:10:38.489,,,,,,,,,,1.0728863,,,,
08:10:38.612,,,,,,,,,,,7.0588236,,,
08:10:38.615,,,1,,,,,,,,,,,
08:10:38.617,,0.0516578,,,,,,,,,,,,
08:10:38.620,,,,,,,,,65.93457,,,,,
08:10:38.757,,,,,19,,,,,,,,,
08:10:38.758,,,,,,,2.07,,,,,,,
08:10:38.930,23169998,,,,,,,,,,,,,
08:10:39.272,,,,,,6,,,,,,,,
08:10:39.932,,,,,,,,0,,,,,,
08:10:39.935,,,,,,,,,,,,0.6759184,,
08:10:40.100,,,,,,,,,,,,,17.254902,
08:10:40.566,,,,1570,,,,,,,,,,61
08:10:40.567,,,,,,,,,,5.931081,,,,
08:10:40.663,,,,,,,,,,,42.35294,,,
08:10:40.667,,,1,,,,,,,,,,,
08:10:40.669,,0.05372104,,,,,,,,,,,,
08:10:40.671,,,,,,,,,65.75557,,,,,
08:10:40.805,,,,,19,,,,,,,,,
08:10:40.808,,,,,,,11.08,,,,,,,
08:10:40.955,32499998,,,,,,,,,,,,,
08:10:41.089,,,,,,6,,,,,,,,
08:10:41.735,,,,,,,,0,,,,,,
08:10:41.736,,,,,,,,,,,,3.6179593,,
08:10:41.873,,,,,,,,,,,,,16.470589,
08:10:42.352,,,,,,,,,,,,,,59
08:10:42.354,,,,1527,,,,,,1.1345556,,,,
08:10:42.428,,,,,,,,,,,8.627451,,,
08:10:42.431,,,1.1,,,,,,,,,,,
08:10:42.433,,0.054048855,,,,,,,,,,,,
08:10:42.435,,,,,,,,,65.55119,,,,,
08:10:42.565,,,,,19,,,,,,,,,
08:10:42.567,,,,,,,2.05,,,,,,,
08:10:42.728,27989998,,,,,,,,,,,,,
08:10:43.083,,,,,,6,,,,,,,,
08:10:43.727,,,,,,,,0,,,,0.66938776,,
08:10:43.863,,,,,,,,,,,,,14.90196,
08:10:44.354,,,,,,,,,,,,,,58
08:10:44.355,,,,1497,,,,,,,,,,
08:10:44.356,,,,,,,,,,8.157636,,,,
08:10:44.408,,,,,,,,,,,19.607843,,,
08:10:44.410,,,1.1,,,,,,,,,,,
08:10:44.414,,0.05665114,,,,,,,,,,,,
08:10:44.415,,,,,,,,,65.30331,,,,,
08:10:44.563,,,,,19,,,,,,,,,
08:10:44.565,,,,,,,14.49,,,,,,,
08:10:44.907,30859998,,,,,,,,,,,,,
08:10:45.029,,,,,,6,,,,,,,,
08:10:45.674,,,,,,,,0,,,,,,
08:10:45.677,,,,,,,,,,,,4.7314286,,
08:10:45.812,,,,,,,,,,,,,14.509804,
08:10:46.299,,,,,,,,,,,,,,56
08:10:46.431,,,,1393,,,,,,,,,,
08:10:46.435,,,,,,,,,,1.516035,,,,
08:10:46.568,,,,,,,,,,,12.54902,,,
08:10:46.571,,,1.1,,,,,,,,,,,
08:10:46.574,,0.05716053,,,,,,,,,,,,
08:10:46.576,,,,,,,,,64.98137,,,,,
08:10:46.709,,,,,19,,,,,,,,,
08:10:46.710,,,,,,,2.6,,,,,,,
08:10:46.872,29079998,,,,,,,,,,,,,
08:10:47.204,,,,,,6,,,,,,,,
08:10:47.839,,,,,,,,0,,,,,,
08:10:47.851,,,,,,,,,,,,0.8489796,,
08:10:47.974,,,,,,,,,,,,,15.294118,
08:10:48.739,,,,,,,,,,,,,,36
08:10:48.877,,,,876,,,,,,,,,,
08:10:48.886,,,,,,,,,,2.0952382,,,,
08:10:49.219,,,,,,,,,,,24.705883,,,
08:10:49.221,,,1.2,,,,,,,,,,,
08:10:49.226,,0.05771598,,,,,,,,,,,,
08:10:49.228,,,,,,,,,63.800343,,,,,
08:10:49.349,,,,,20,,,,,,,,,
08:10:49.351,,,,,,,2.31,,,,,,,
08:10:49.520,24929998,,,,,,,,,,,,,
08:10:49.662,,,,,,6,,,,,,,,
08:10:50.304,,,,,,,,0,,,,,,
08:10:50.306,,,,,,,,,,,,0.75428575,,
08:10:50.454,,,,,,,,,,,,,12.941176,
08:10:51.138,,,,,,,,,,,,,,19
08:10:51.265,,,,1156,,,,,,,,,,
08:10:51.269,,,,,,,,,,4.0730395,,,,
08:10:51.404,,,,,,,,,,,30.19608,,,
08:10:51.406,,,1.2,,,,,,,,,,,
08:10:51.409,,0.058185466,,,,,,,,,,,,
08:10:51.412,,,,,,,,,62.34683,,,,,
08:10:51.558,,,,,20,,,,,,,,,
08:10:51.560,,,,,,,2.37,,,,,,,
08:10:51.686,26209998,,,,,,,,,,,,,
08:10:51.829,,,,,,6,,,,,,,,
08:10:52.476,,,,,,,,0,,,,,,
08:10:52.477,,,,,,,,,,,,0.7738775,,
08:10:52.604,,,,,,,,,,,,,13.725491,
08:10:53.315,,,,,,,,,,,,,,20
08:10:53.448,,,,2979,,,,,,,,,,
08:10:53.453,,,,,,,,,,47.4449,,,,
08:10:53.602,,,,,,,,,,,63.52941,,,
08:10:53.605,,,1.2,,,,,,,,,,,
08:10:53.610,,0.06398691,,,,,,,,,,,,
08:10:53.615,,,,,,,,,61.004887,,,,,
08:10:53.764,,,,,19,,,,,,,,,
08:10:53.766,,,,,,,29.06,,,,,,,
08:10:53.907,32629998,,,,,,,,,,,,,
08:10:54.049,,,,,,6,,,,,,,,
08:10:54.685,,,,,,,,0,,,,,,
08:10:54.686,,,,,,,,,,,,9.48898,,
08:10:54.830,,,,,,,,,,,,,12.941176,
08:10:55.331,,,,,,,,,,,,,,26
08:10:55.333,,,,1838,,,,,,17.7708,,,,
08:10:55.378,,,,,,,,,,,10.980392,,,
08:10:55.380,,,1.2,,,,,,,,,,,
08:10:55.382,,0.06626375,,,,,,,,,,,,
08:10:55.384,,,,,,,,,60.134884,,,,,
08:10:55.549,,,,,19,,,,,,,,,
08:10:55.551,,,,,,,14.15,,,,,,,
08:10:55.695,32899998,,,,,,,,,,,,,
08:10:55.836,,,,,,6,,,,,,,,
08:10:56.477,,,,,,,,0,,,,,,
08:10:56.478,,,,,,,,,,,,4.620408,,
08:10:56.616,,,,,,,,,,,,,12.54902,
08:10:57.138,,,,,,,,,,,,,,28
08:10:57.337,,,,1615,,,,,,,,,,
08:10:57.341,,,,,,,,,,2.7755103,,,,
08:10:57.472,,,,,,,,,,,9.019608,,,
08:10:57.475,,,1.2,,,,,,,,,,,
08:10:57.477,,0.06671579,,,,,,,,,,,,
08:10:57.480,,,,,,,,,59.21667,,,,,
08:10:57.682,,,,,19,,,,,,,,,
08:10:57.686,,,,,,,2.38,,,,,,,
08:10:57.833,31809998,,,,,,,,,,,,,
08:10:58.029,,,,,,6,,,,,,,,
08:10:58.669,,,,,,,,0,,,,0.7771429,,
08:10:58.828,,,,,,,,,,,,,12.941176,
08:10:59.630,,,,,,,,,,,,,,14
08:10:59.761,,,,848,,,,,,,,,,
08:10:59.766,,,,,,,,,,5.317785,,,,
08:10:59.894,,,,,,,,,,,25.882353,,,
08:10:59.898,,,1.2,,,,,,,,,,,
08:10:59.900,,0.067216665,,,,,,,,,,,,
08:10:59.903,,,,,,,,,57.771423,,,,,
08:11:00.038,,,,,19,,,,,,,,,
08:11:00.043,,,,,,,2.28,,,,,,,
08:11:00.187,27749998,,,,,,,,,,,,,
08:11:00.313,,,,,,6,,,,,,,,
08:11:00.954,,,,,,,,0,,,,,,
08:11:00.955,,,,,,,,,,,,0.74448985,,
08:11:01.096,,,,,,,,,,,,,14.117647,
08:11:01.799,,,,,,,,,,,,,,7
08:11:02.343,,,,1363,,,,,,,,,,
08:11:02.347,,,,,,,,,,11.801749,,,,
08:11:02.480,,,,,,,,,,,39.60784,,,
08:11:02.483,,,1.2,,,,,,,,,,,
08:11:02.485,,0.06780987,,,,,,,,,,,,
08:11:02.487,,,,,,,,,56.096558,,,,,
08:11:03.027,,,,,19,,,,,,,,,
08:11:03.029,,,,,,,2.53,,,,,,,
08:11:03.167,30529998,,,,,,,,,,,,,
08:11:03.513,,,,,,6,,,,,,,,
08:11:04.144,,,,,,,,0,,,,,,
08:11:04.147,,,,,,,,,,,,0.82612246,,
08:11:04.282,,,,,,,,,,,,,14.90196,
08:11:04.829,,,,,,,,,,,,,,15
08:11:04.993,,,,1127,,,,,,,,,,
08:11:05.005,,,,,,,,,,4.353741,,,,
08:11:05.186,,,,,,,,,,,73.72549,,,
08:11:05.193,,,1.2,,,,,,,,,,,
08:11:05.198,,0.06830112,,,,,,,54.724766,,,,,
08:11:05.330,,,,,19,,,,,,,,,
08:11:05.332,,,,,,,2,,,,,,,
08:11:05.482,34340000,,,,,,,,,,,,,
08:11:05.671,,,,,,6,,,,,,,,
08:11:06.316,,,,,,,,0,,,,,,
08:11:06.319,,,,,,,,,,,,0.6530612,,
08:11:06.450,,,,,,,,,,,,,14.117647,
08:11:06.925,,,,1199,,,,,,,,,,17
08:11:06.926,,,,,,,,,,25.488594,,,,
08:11:07.423,,,,,,,,,,,54.509804,,,
08:11:07.426,,,1.2,,,,,,,,,,,
08:11:07.429,,0.070992425,,,,,,,,,,,,
08:11:07.430,,,,,,,,,53.711723,,,,,
08:11:07.590,,,,,19,,,,,,,,,
08:11:07.593,,,,,,,13.27,,,,,,,
08:11:07.722,34800000,,,,,,,,,,,,,
08:11:08.065,,,,,,6,,,,,,,,
08:11:08.698,,,,,,,,0,,,,,,
08:11:08.701,,,,,,,,,,,,4.333061,,
08:11:08.840,,,,,,,,,,,,,12.54902,
08:11:09.328,,,,,,,,,,,,,,22
08:11:09.418,,,,1526,,,,,,,,,,
08:11:09.549,,,,,,,,,,7.5102043,,,,
08:11:09.710,,,,,,,,,,,40.39216,,,
08:11:09.713,,,1.3,,,,,,,,,,,
08:11:09.716,,0.0720416,,,,,,,,,,,,
08:11:09.719,,,,,,,,,52.864384,,,,,
08:11:09.857,,,,,19,,,,,,,,,
08:11:09.858,,,,,,,5.06,,,,,,,
08:11:10.004,34840000,,,,,,,,,,,,,
08:11:10.144,,,,,,6,,,,,,,,
08:11:10.775,,,,,,,,0,,,,,,
08:11:10.776,,,,,,,,,,,,1.6522449,,
08:11:10.911,,,,,,,,,,,,,8.235294,
08:11:11.378,,,,,,,,,,,,,,23
08:11:11.379,,,,981,,,,,,3.2227154,,,,
08:11:11.478,,,,,,,,,,,20.784313,,,
08:11:11.481,,,1.3,,,,,,,,,,,
08:11:11.483,,0.07240583,,,,,,,,,,,,
08:11:11.484,,,,,,,,,52.259983,,,,,
08:11:11.628,,,,,20,,,,,,,,,
08:11:11.629,,,,,,,2.27,,,,,,,
08:11:11.760,31899998,,,,,,,,,,,,,
08:11:11.902,,,,,,6,,,,,,,,
08:11:12.532,,,,,,,,0,,,,,,
08:11:12.534,,,,,,,,,,,,0.7412245,,
08:11:12.685,,,,,,,,,,,,,7.45098,
08:11:13.178,,,,2854,,,,,,39.83673,,,,18
