time,Kraftstoffdruck,Kraftstoffverbrauch der Reise,Reisedistanz,Motor-Umdrehungen,Einlaß-Lufttemperatur,Umgebungstemperatur,Luftdurchfluß,Motoröltemperatur,Durchschnittliche Reisegeschwindigkeit,Kraftstoffverbrauch,Berechneter Lastwert,Zeit-Kraftstoffverbrauch.,Kraftstofftank-Inhalt,Geschwindigkeit,
15:31:10.563,,,,,,,,,,,,,,0.0,
15:31:10.636,,,,0.0,,,,,,0.0,,,,,
15:31:10.777,,,,,,,,,,,0.0,,,,
15:31:10.778,,,0.0,,,,,,,,,,,,
15:31:10.779,,0.0,,,,,,,0.0,,,,,,
15:31:10.940,,,,,9.0,,,,,,,,,,
15:31:10.941,,,,,,,0.0,,,,,,,,
15:31:11.076,20000.0,,,,,,,,,,,,,,
15:31:11.246,,,,,,5.0,,,,,,,,,
15:31:11.875,,,,,,,,0.0,,,,,,,
15:31:11.879,,,,,,,,,,,,0.0,,,
15:31:12.005,,,,,,,,,,,,,20.784313,,
15:31:12.369,,,,,,,,,,,,,,0.0,
15:31:12.540,,,,0.0,,,,,,,,,,,
15:31:12.550,,,,,,,,,,0.0,,,,,
15:31:12.678,,0.0,0.0,,,,,,,,0.0,,,,
15:31:12.679,,,,,,,,,0.0,,,,,,
15:31:12.855,,,,,9.0,,,,,,,,,,
15:31:12.857,,,,,,,0.0,,,,,,,,
15:31:12.968,20000.0,,,,,,,,,,,,,,
15:31:13.132,,,,,,5.0,,,,,,,,,
15:31:13.876,,,,,,,,0.0,,,,0.0,,,
15:31:13.928,,,,,,,,,,,,,20.784313,,
15:31:33.307,,,,,,,,,,,,,,0.0,
15:31:33.438,,,,0.0,,,,,,,,,,,
15:31:33.440,,,,,,,,,,0.0,,,,,
15:31:33.581,,,,,,,,,,,0.0,,,,
15:31:33.583,,,0.0,,,,,,,,,,,,
15:31:33.586,,0.0,,,,,,,,,,,,,
15:31:33.591,,,,,,,,,0.0,,,,,,
15:31:33.726,,,,,9.0,,,,,,,,,,
15:31:33.745,,,,,,,0.0,,,,,,,,
15:31:33.862,20000.0,,,,,,,,,,,,,,
15:31:34.210,,,,,,5.0,,,,,,,,,
15:31:34.846,,,,,,,,0.0,,,,,,,
15:31:34.848,,,,,,,,,,,,0.0,,,
15:31:35.007,,,,,,,,,,,,,21.17647,,
15:31:35.286,,,,,,,,,,,,,,0.0,
15:31:35.434,,,,0.0,,,,,,,,,,,
15:31:35.435,,,,,,,,,,0.0,,,,,
15:31:35.565,,,0.0,,,,,,,,0.0,,,,
15:31:35.570,,0.0,,,,,,,,,,,,,
15:31:35.572,,,,,,,,,0.0,,,,,,
15:31:35.707,,,,,9.0,,,,,,,,,,
15:31:35.708,,,,,,,0.0,,,,,,,,
15:31:35.854,20000.0,,,,,,,,,,,,,,
15:31:35.982,,,,,,5.0,,,,,,,,,
15:31:36.625,,,,,,,,0.0,,,,,,,
15:31:36.626,,,,,,,,,,,,0.0,,,
15:31:36.760,,,,,,,,,,,,,21.17647,,
15:31:37.091,,,,,,,,,,,,,,0.0,
15:31:37.249,,,,0.0,,,,,,,,,,,
15:31:37.253,,,,,,,,,,0.0,,,,,
15:31:37.378,,,,,,,,,,,0.0,,,,
15:31:37.379,,,0.0,,,,,,,,,,,,
15:31:37.384,,0.0,,,,,,,,,,,,,
15:31:37.385,,,,,,,,,0.0,,,,,,
15:31:37.516,,,,,9.0,,0.0,,,,,,,,
15:31:37.665,6630000.0,,,,,,,,,,,,,,
15:31:37.806,,,,,,5.0,,,,,,,,,
15:31:38.463,,,,,,,,0.0,,,,0.0,,,
15:31:38.666,,,,,,,,,,,,,21.568628,,
15:31:39.337,,,,,,,,,,,,,,0.0,
15:31:39.478,,,,1520.0,,,,,,,,,,,
15:31:39.479,,,,,,,,,,0.0,,,,,
15:31:39.599,,,,,,,,,,,27.058823,,,,
15:31:39.603,,,0.0,,,,,,,,,,,,
15:31:39.606,,0.001458507,,,,,,,,,,,,,
